Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2003,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2003,Feb. 2003,Mar. 2003,Apr. 2003,May 2003,Jun. 2003,Jul. 2003,Aug. 2003,Sep. 2003,Oct. 2003,Nov. 2003,Dec. 2003,TOTAL,,
4413,"Automotive parts, acc., and tire stores","4,770","4,653","5,270","5,428","5,556","5,544","5,836","5,666","5,489","5,722","5,109","5,173","64,216",,
"442,443","Furniture, home furn, electronics, and appliance stores","14,212","13,265","14,511","13,728","15,036","14,829","15,295","16,235","15,230","15,728","17,835","23,682","189,586",,
442,Furniture and home furnishings stores,"7,190","6,713","7,618","7,374","8,078","7,753","8,074","8,384","8,017","8,351","9,018","10,166","96,736",,
4421,Furniture stores,"4,036","3,824","4,283","3,989","4,375","4,138","4,285","4,530","4,259","4,410","4,689","4,901","51,719",,
4422,Home furnishings stores,"3,154","2,889","3,335","3,385","3,703","3,615","3,789","3,854","3,758","3,941","4,329","5,265","45,017",,
44221,Floor covering stores,"1,429","1,351","1,572","1,552","1,677","1,662","1,713","1,678","1,720","1,805","1,691","1,693","19,543",,
442299,All other home furnishings stores,"1,628","1,461","1,667","1,727","1,916","1,847","1,962","2,067","1,938","2,024","2,523","3,453","24,213",,
443,Electronics and appliance stores,"7,022","6,552","6,893","6,354","6,958","7,076","7,221","7,851","7,213","7,377","8,817","13,516","92,850",,
443141,Household appliance stores,"1,079",970,"1,096","1,067","1,165","1,216","1,285","1,273","1,218","1,265","1,305","1,525","14,464",,
443142,Electronics stores,"5,943","5,582","5,797","5,287","5,793","5,860","5,936","6,578","5,995","6,112","7,512","11,991","78,386",,
444,Building mat. and garden equip. and supplies dealers,"17,198","15,575","20,174","24,295","25,849","25,064","24,447","22,659","22,817","23,976","20,795","20,614","263,463",,
4441,Building mat. and supplies dealers,"15,619","14,083","17,619","19,876","20,984","20,946","21,465","20,425","20,775","21,669","18,897","18,613","230,971",,
44412,Paint and wallpaper stores,564,535,640,716,769,792,845,798,782,822,626,589,"8,478",,
44413,Hardware stores,"1,185","1,110","1,338","1,492","1,747","1,670","1,622","1,544","1,492","1,507","1,443","1,524","17,674",,
445,Food and beverage stores,"38,602","35,581","38,721","38,478","41,032","38,969","41,076","40,670","38,396","39,828","39,767","43,265","474,385",,
4451,Grocery stores,"35,384","32,440","35,265","34,854","37,057","35,212","37,108","36,644","34,697","35,870","35,786","37,670","427,987",,
44511,Supermarkets and other grocery (except convenience) stores,"33,618","30,796","33,438","33,102","35,203","33,364","35,141","34,704","32,872","34,025","34,097","35,914","406,274",,
4453,"Beer, wine, and liquor stores","2,121","2,046","2,273","2,333","2,576","2,433","2,611","2,660","2,461","2,641","2,660","3,654","30,469",,
446,Health and personal care stores,"15,534","14,773","15,849","15,736","16,170","15,504","16,004","16,002","15,718","16,516","15,708","18,912","192,426",,
44611,Pharmacies and drug stores,"13,519","12,801","13,616","13,545","13,959","13,262","13,659","13,607","13,591","14,260","13,531","16,174","165,524",,
447,Gasoline stations,"21,204","20,852","23,872","22,829","23,293","22,801","23,994","24,965","23,400","23,645","21,946","22,386","275,187",,
448,Clothing and clothing access. stores,"10,804","11,662","13,452","13,691","14,730","13,496","13,854","15,522","13,567","14,601","16,555","26,760","178,694",,
4481,Clothing stores,"7,920","7,941","9,949","9,992","10,522","9,853","10,140","11,175","10,042","10,875","12,209","17,743","128,361",,
44811,Men's clothing stores,539,498,601,631,679,657,602,741,625,704,781,"1,191","8,249",,
44812,Women's clothing stores,"2,055","2,091","2,619","2,724","2,813","2,536","2,450","2,597","2,627","2,793","2,951","4,309","32,565",,
44814,Family clothing stores,"3,915","3,937","5,058","5,076","5,435","5,157","5,491","5,979","5,218","5,747","6,738","9,743","67,494",,
44819,Other clothing stores,693,669,760,691,751,733,730,819,690,714,749,"1,224","9,223",,
4482,Shoe stores,"1,420","1,599","1,910","1,972","1,997","1,812","1,912","2,449","1,777","1,839","1,908","2,572","23,167",,
44831,Jewelry stores,"1,356","2,012","1,474","1,612","2,066","1,707","1,674","1,758","1,626","1,756","2,288","6,164","25,493",,
451,"Sporting goods, hobby, musical instrument, and book stores","5,516","4,377","4,964","4,995","5,231","5,323","5,291","6,714","5,627","5,216","6,504","10,601","70,359",,
45111,Sporting goods stores,"1,761","1,747","2,121","2,135","2,182","2,325","2,293","2,548","2,075","1,970","2,200","3,643","27,000",,
45112,"Hobby, toy, and game stores",910,940,"1,111","1,139","1,088","1,064","1,094","1,087","1,095","1,286","2,223","3,545","16,582",,
451211,Book stores,"2,056",991,925,975,"1,107","1,181","1,128","2,139","1,572","1,045","1,036","2,064","16,219",,
452,General merchandise stores,"31,549","32,246","36,251","36,040","38,849","37,301","37,214","40,211","35,284","38,677","44,743","60,406","468,771",,
4521,Department stores,"13,970","14,357","16,371","16,375","17,570","16,639","16,385","18,182","15,669","17,319","20,818","30,815","214,470",,
452111,Department stores(excl. discount department stores),"5,206","5,393","6,290","6,388","6,962","6,432","6,142","7,058","6,287","6,744","8,449","13,795","85,146",,
452112,Discount dept. stores,"8,764","8,964","10,081","9,987","10,608","10,207","10,243","11,124","9,382","10,575","12,369","17,020","129,324",,
4529,Other general merchandise stores,"17,579",17889,19880,"19,665","21,279","20,662","20,829","22,029","19,615","21,358","23,925","29,591","254,301",,
45291,Warehouse clubs and superstores,"15,163","15,345","17,000","16,627","18,067","17,608","17,747","18,906","16,729","18,135","20,318","24,641","216,286",,
45299,All other gen. merchandise stores,"2,416","2,544","2,880","3,038","3,212","3,054","3,082","3,123","2,886","3,223","3,607","4,950","38,015",,
453,Miscellaneous store retailers,"7,876","7,653","7,761","7,944","8,963","8,278","8,381","8,778","8,244","8,738","8,356","10,941","101,913",,
4532,"Office supplies, stationery, and gift stores","3,079","2,916","2,819","2,840","3,096","2,864","3,010","3,497","3,078","3,198","3,248","5,059","38,704",,
45321,Office supplies and stationery stores,"1,994","1,719","1,683","1,586","1,596","1,470","1,621","2,034","1,855","1,697","1,616","2,146","21,017",,
45322,"Gift, novelty, and souvenir stores","1,085","1,197","1,136","1,254","1,500","1,394","1,389","1,463","1,223","1,501","1,632","2,913","17,687",,
45330,Used merchandise stores,845,741,793,739,746,674,739,747,758,813,819,800,"9,214",,
454,Nonstore retailers,"17,642","16,473","17,113","15,858","15,599","15,055","15,289","15,794","16,926","18,723","18,510","23,377","206,359",,
4541,Electronic shopping and mail-order houses,"10,568","9,654","10,403","10,415","10,322","10,185","10,511","10,641","11,253","12,099","12,162","16,091","134,304",,
45431,Fuel dealers,"3,827","3,496","2,993","2,045","1,639","1,473","1,571","1,683","1,818","2,270","2,199","3,400","28,414",,
722,Food services and drinking places,"26,057","25,573","29,161","28,261","30,907","29,756","30,600","31,844","28,559","30,255","28,869","29,884","349,726",,
7224,Drinking places,"1,328","1,280","1,478","1,407","1,523","1,403","1,477","1,572","1,434","1,508","1,428","1,421","17,259",,
7225,Restaurants and other eating places,"22,599","22,103","25,193","24,445","26,711","25,877","26,690","27,552","24,320","25,781","24,780","26,062","302,113",,
722511,Full service restaurants,"11,787","11,506","12,944","12,419","13,744","13,263","13,694","14,362","12,504","13,076","12,664","13,351","155,314",,
"722513, 722514, 722515",Limited service eating places,"10,812","10,597","12,249","12,026","12,967","12,614","12,996","13,190","11,816","12,705","12,116","12,711","146,799",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","295,248","291,167","296,325","295,600","296,410","299,626","302,747","307,809","305,933","304,809","308,527","307,407",,,
,Retail sales and food services excl motor vehicle and parts,"225,575","224,632","227,697","226,020","226,750","229,301","231,698","234,890","234,749","234,992","236,789","237,304",,,
,Retail sales and food services excl gasoline stations,"272,175","267,282","272,357","273,019","274,600","277,849","280,551","284,736","282,719","282,095","285,055","283,413",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"202,502","200,747","203,729","203,439","204,940","207,524","209,502","211,817","211,535","212,278","213,317","213,310",,,
,"Retail sales, total","267,230","263,188","267,820","267,197","267,362","270,396","273,352","277,965","276,430","274,764","278,298","277,612",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","197,557","196,653","199,192","197,617","197,702","200,071","202,303","205,046","205,246","204,947","206,560","207,509",,,
,GAFO(1),"76,578","75,769","76,930","77,015","77,806","78,681","79,467","80,650","80,335","79,965","80,889","81,251",,,
441,Motor vehicle and parts dealers,"69,673","66,535","68,628","69,580","69,660","70,325","71,049","72,919","71,184","69,817","71,738","70,103",,,
"4411,4412",Automobile and other motor vehicle dealers,"64,454","61,336","63,363","64,330","64,353","64,984","65,680","67,538","65,684","64,341","66,239","64,681",,,
4413,"Automotive parts, acc., and tire stores","5,219","5,199","5,265","5,250","5,307","5,341","5,369","5,381","5,500","5,476","5,499","5,422",,,
"442,443","Furniture, home furn, electronics, and appliance stores","15,263","14,855","15,218","15,335","15,625","15,734","15,846","16,070","16,123","16,228","16,388","16,439",,,
442,Furniture and home furnishings stores,"7,824","7,501","7,854","7,895","8,062","8,084","8,115","8,156","8,214","8,244","8,358","8,312",,,
443,Electronics and appliance stores,"7,439","7,354","7,364","7,440","7,563","7,650","7,731","7,914","7,909","7,984","8,030","8,127",,,
444,Building mat. and garden equip. and supplies dealers,"21,270","20,041","21,326","21,139","21,328","22,003","22,372","22,489","22,630","22,869","22,864","22,748",,,
4441,Building mat. and supplies dealers,"18,594","17,473","18,625","18,507","18,636","19,181","19,567","19,696","19,957","20,214","20,232","20,014",,,
445,Food and beverage stores,"39,412","39,285","39,318","39,441","39,019","39,480","39,808","39,833","39,878","39,776","39,631","39,809",,,
4451,Grocery stores,"35,669","35,570","35,549","35,638","35,225","35,676","35,957","35,890","35,918","35,763","35,679","35,808",,,
4453,"Beer, wine and liquor stores","2,461","2,459","2,487","2,506","2,479","2,493","2,525","2,580","2,607","2,628","2,593","2,629",,,
446,Health and personal care stores,"15,441","15,534","15,677","15,705","15,791","15,934","16,182","16,345","16,339","16,434","16,500","16,648",,,
44611,Pharmacies and drug stores,"13,346","13,404","13,508","13,504","13,632","13,672","13,853","13,999","14,084","14,133","14,169","14,301",,,
447,Gasoline stations,"23,073","23,885","23,968","22,581","21,810","21,777","22,196","23,073","23,214","22,714","23,472","23,994",,,
448,Clothing and clothing access. stores,"14,565","14,142","14,465","14,434","14,651","14,894","15,141","15,089","15,175","15,067","15,338","15,456",,,
4481,Clothing stores,"10,476","10,106","10,436","10,397","10,592","10,726","10,904","10,820","10,919","10,821","10,988","11,113",,,
44811,Men's clothing stores,670,652,666,671,688,692,687,708,701,698,695,707,,,
44812,Women's clothing stores,"2,638","2,575","2,619","2,597","2,634","2,667","2,756","2,719","2,789","2,774","2,824","2,900",,,
4482,Shoe stores,"1,873","1,883","1,910","1,869","1,893","1,926","1,961","1,989","1,977","1,936","1,971","1,969",,,
44831,Jewelry stores,"2,083","2,022","1,987","2,035","2,029","2,107","2,138","2,139","2,137","2,163","2,232","2,225",,,
451,"Sporting goods, hobby, musical instrument, and book stores","5,794","5,576","5,660","5,709","5,748","5,908","5,808","6,132","5,954","5,841","6,011","6,013",,,
452,General merchandise stores,"37,740","38,030","38,391","38,321","38,483","38,866","39,404","40,085","39,896","39,649","39,945","40,084",,,
4521,Department stores,"17,807","17,670","17,763","17,687","17,838","17,912","18,140","18,207","18,157","17,889","17,810","17,791",,,
4529,Other general merchandise stores,"19,933","20,360","20,628","20,634","20,645","20,954","21,264","21,878","21,739","21,760","22,135","22,293",,,
45291,Warehouse clubs and superstores,"16,961","17,339","17,544","17,502","17,524","17,786","18,054","18,645","18,485","18,524","18,883","19,013",,,
45299,All other gen. merchandise stores,"2,972","3,021","3,084","3,132","3,121","3,168","3,210","3,233","3,254","3,236","3,252","3,280",,,
453,Miscellaneous stores retailers,"8,565","8,372","8,405","8,359","8,525","8,537","8,497","8,618","8,442","8,591","8,530","8,576",,,
454,Nonstore retailers,"16,434","16,933","16,764","16,593","16,722","16,938","17,049","17,312","17,595","17,778","17,881","17,742",,,
4541,Electronic shopping and mail order houses,"10,557","10,727","10,725","10,826","10,888","11,131","11,278","11,356","11,577","11,679","11,661","11,703",,,
45431,Fuel dealers,"2,367","2,633","2,492","2,324","2,218","2,208","2,300","2,296","2,250","2,319","2,223","2,441",,,
722,Food services and drinking places,"28,018","27,979","28,505","28,403","29,048","29,230","29,395","29,844","29,503","30,045","30,229","29,795",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
