Estimates of Monthly Retail and Food Services Sales by Kind of Business: 1997,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 1997,Feb. 1997,Mar. 1997,Apr. 1997,May 1997,Jun. 1997,Jul. 1997,Aug. 1997,Sep. 1997,Oct. 1997,Nov. 1997,Dec. 1997,TOTAL,,
4411,Automobile dealers,"42,327","43,870","50,056","48,221","49,695","49,284","50,159","49,949","47,367","47,944","41,943","43,843","564,658",,
44111,New car dealers,"38,950","40,036","45,967","44,106","45,673","45,196","46,093","46,085","43,626","44,122","38,649","40,469","518,972",,
44112,Used car dealers,"3,377","3,834","4,089","4,115","4,022","4,088","4,066","3,864","3,741","3,822","3,294","3,374","45,686",,
4413,"Automotive parts, acc., and tire stores","4,390","4,216","4,787","4,997","5,034","5,042","5,307","5,209","5,009","5,230","4,746","4,577","58,544",,
"442,443","Furniture, home furn, electronics, and appliance stores","11,120","10,671","11,719","11,351","11,904","11,781","12,245","12,680","12,200","12,540","13,853","18,308","150,372",,
442,Furniture and home furnishings stores,"5,311","5,116","5,715","5,670","6,010","5,805","6,027","6,263","6,094","6,369","6,781","7,554","72,715",,
4421,Furniture stores,"3,233","3,114","3,368","3,250","3,519","3,343","3,397","3,621","3,480","3,605","3,862","4,085","41,877",,
4422,Home furnishings stores,"2,078","2,002","2,347","2,420","2,491","2,462","2,630","2,642","2,614","2,764","2,919","3,469","30,838",,
44221,Floor covering stores,"1,162","1,127","1,298","1,345","1,340","1,362","1,376","1,355","1,451","1,514","1,368","1,352","16,050",,
442299,All other home furnishings stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
443,Electronics and appliance stores,"5,809","5,555","6,004","5,681","5,894","5,976","6,218","6,417","6,106","6,171","7,072","10,754","77,657",,
443141,Household appliance stores,778,724,809,792,841,919,970,886,828,858,903,"1,066","10,374",,
443142,Electronics stores,"5,031","4,831","5,195","4,889","5,053","5,057","5,248","5,531","5,278","5,313","6,169","9,688","67,283",,
444,Building mat. and garden equip. and supplies dealers,"12,505","12,534","15,084","17,183","18,390","17,601","17,455","16,268","16,662","17,319","14,815","15,247","191,063",,
4441,Building mat. and supplies dealers,"10,767","10,740","12,563","14,083","14,943","14,716","15,012","14,189","14,506","15,003","12,799","12,747","162,068",,
44412,Paint and wallpaper stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
44413,Hardware stores,997,875,"1,020","1,196","1,332","1,296","1,271","1,220","1,171","1,245","1,141","1,188","13,952",,
445,Food and beverage stores,"33,175","30,538","34,446","32,637","35,522","33,570","35,396","35,191","33,039","34,401","34,128","37,330","409,373",,
4451,Grocery stores,"30,534","27,985","31,513","29,853","32,412","30,527","32,232","32,032","30,142","31,319","31,032","32,989","372,570",,
44511,Supermarkets and other grocery (except convenience) stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4453,"Beer, wine, and liquor stores","1,706","1,621","1,853","1,817","2,060","2,002","2,098","2,079","1,892","2,050","2,082","2,821","24,081",,
446,Health and personal care stores,"9,306","9,022","9,962","9,482","9,965","9,728","9,860","9,769","9,603","10,028","9,716","12,231","118,672",,
44611,Pharmacies and drug stores,"7,889","7,615","8,330","7,885","8,300","7,968","8,065","7,997","7,930","8,309","8,146","10,389","98,823",,
447,Gasoline stations,"15,956","14,912","16,562","16,364","17,316","17,049","17,478","17,733","16,791","17,162","16,006","16,371","199,700",,
448,Clothing and clothing access. stores,"8,194","8,835","10,840","10,131","11,505","10,654","10,734","12,461","10,942","11,635","13,244","21,118","140,293",,
4481,Clothing stores,"5,785","5,902","7,640","7,110","7,916","7,444","7,540","8,802","7,797","8,436","9,522","13,828","97,722",,
44811,Men's clothing stores,697,633,746,716,809,793,737,846,761,870,987,"1,474","10,069",,
44812,Women's clothing stores,"1,699","1,813","2,353","2,227","2,429","2,199","2,103","2,334","2,265","2,358","2,486","3,556","27,822",,
44814,Family clothing stores,"2,487","2,542","3,396","3,144","3,539","3,404","3,588","4,202","3,558","3,973","4,708","6,702","45,243",,
44819,Other clothing stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4482,Shoe stores,"1,279","1,429","1,902","1,663","1,888","1,770","1,773","2,200","1,702","1,689","1,778","2,377","21,450",,
44831,Jewelry stores,"1,034","1,400","1,175","1,258","1,585","1,330","1,313","1,348","1,334","1,395","1,799","4,658","19,629",,
451,"Sporting goods, hobby, musical instrument, and book stores","4,311","3,588","4,209","4,177","4,372","4,456","4,298","4,949","4,547","4,463","5,411","8,911","57,692",,
45111,Sporting goods stores,"1,337","1,331","1,609","1,726","1,788","1,970","1,838","1,955","1,595","1,521","1,651","2,846","21,167",,
45112,"Hobby, toy, and game stores",730,791,"1,032",896,947,940,963,958,971,"1,141","2,009","3,643","15,021",,
451211,Book stores,"1,558",825,813,806,894,875,830,"1,301","1,158",923,994,"1,765","12,742",,
452,General merchandise stores,"21,164","21,560","25,681","24,490","27,443","26,328","25,897","28,066","24,928","27,906","32,529","45,371","331,363",,
4521,Department stores,"13,463","14,077","17,084","16,180","18,118","17,259","16,673","18,633","16,229","18,259","22,114","32,019","220,108",,
452111,Department stores(excl. discount department stores),"5,528","5,880","7,143","6,714","7,475","6,974","6,742","7,924","6,984","7,840","9,708","15,073","93,985",,
452112,Discount dept. stores,"7,935","8,197","9,941","9,466","10,643","10,285","9,931","10,709","9,245","10,419","12,406","16,946","126,123",,
4529,Other general merchandise stores,"7,701",7483,8597,"8,310","9,325","9,069","9,224","9,433","8,699","9,647","10,415","13,352","111,255",,
45291,Warehouse clubs and superstores,"5,696","5,434","6,243","6,104","6,852","6,697","6,817","6,947","6,448","7,186","7,734","9,761","81,919",,
45299,All other gen. merchandise stores,"2,005","2,049","2,354","2,206","2,473","2,372","2,407","2,486","2,251","2,461","2,681","3,591","29,336",,
453,Miscellaneous store retailers,"6,415","6,829","6,975","7,035","7,465","7,464","7,526","7,661","7,565","7,614","7,406","10,277","90,232",,
4532,"Office supplies, stationery, and gift stores","2,620","2,632","2,596","2,490","2,513","2,422","2,538","2,811","2,690","2,841","2,908","4,606","33,667",,
45321,Office supplies and stationery stores,"1,686","1,448","1,394","1,345","1,291","1,234","1,330","1,551","1,529","1,526","1,310","1,690","17,334",,
45322,"Gift, novelty, and souvenir stores",934,"1,184","1,202","1,145","1,222","1,188","1,208","1,260","1,161","1,315","1,598","2,916","16,333",,
45330,Used merchandise stores,621,687,620,559,558,584,667,674,691,766,740,891,"8,058",,
454,Nonstore retailers,"10,532","9,813","10,607","10,064","9,695","9,396","9,495","9,104","10,278","11,506","11,852","13,848","126,190",,
4541,Electronic shopping and mail-order houses,"5,042","4,577","5,594","5,491","5,304","5,204","5,198","5,165","6,080","6,693","7,029","8,690","70,067",,
45431,Fuel dealers,"3,016","2,311","1,996","1,706","1,461","1,256","1,273","1,352","1,452","1,752","1,920","2,446","21,941",,
722,Food services and drinking places,"19,316","19,128","21,383","21,110","22,674","21,874","22,665","23,300","21,392","22,106","20,751","21,665","257,364",,
7224,Drinking places,"1,051","1,000","1,102","1,094","1,143","1,094","1,175","1,212","1,109","1,185","1,102","1,112","13,379",,
7225,Restaurants and other eating places,"16,718","16,625","18,627","18,361","19,759","18,986","19,737","20,287","18,434","19,081","17,940","18,753","223,308",,
722511,Full service restaurants,"8,658","8,610","9,559","9,301","9,942","9,428","10,036","10,481","9,505","9,813","9,192","9,661","114,186",,
"722513, 722514, 722515",Limited service eating places,"8,060","8,015","9,068","9,060","9,817","9,558","9,701","9,806","8,929","9,268","8,748","9,092","109,122",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","223,481","225,422","226,161","224,615","222,929","226,057","228,703","229,309","230,312","229,836","230,440","231,181",,,
,Retail sales and food services excl motor vehicle and parts,"169,471","170,821","171,928","170,754","170,738","171,991","173,448","173,821","174,978","174,980","175,126","175,418",,,
,Retail sales and food services excl gasoline stations,"206,543","208,438","209,192","208,002","206,562","209,679","212,307","212,627","213,555","213,125","213,802","214,645",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"152,533","153,837","154,959","154,141","154,371","155,613","157,052","157,139","158,221","158,269","158,488","158,882",,,
,"Retail sales, total","202,371","204,286","204,990","203,399","201,699","204,675","207,014","207,635","208,326","208,078","208,936","209,363",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","148,361","149,685","150,757","149,538","149,508","150,609","151,759","152,147","152,992","153,222","153,622","153,600",,,
,GAFO(1),"58,188","58,444","58,750","58,373","58,605","59,158","59,779","59,989","60,090","60,536","60,811","60,843",,,
441,Motor vehicle and parts dealers,"54,010","54,601","54,233","53,861","52,191","54,066","55,255","55,488","55,334","54,856","55,314","55,763",,,
"4411,4412",Automobile and other motor vehicle dealers,"49,223","49,794","49,373","49,005","47,406","49,176","50,346","50,536","50,355","49,941","50,318","50,945",,,
4413,"Automotive parts, acc., and tire stores","4,787","4,807","4,860","4,856","4,785","4,890","4,909","4,952","4,979","4,915","4,996","4,818",,,
"442,443","Furniture, home furn, electronics, and appliance stores","11,951","12,217","12,276","12,424","12,404","12,474","12,564","12,687","12,721","12,726","12,895","12,949",,,
442,Furniture and home furnishings stores,"5,823","5,847","5,916","5,968","6,004","6,034","6,039","6,146","6,162","6,154","6,267","6,290",,,
443,Electronics and appliance stores,"6,128","6,370","6,360","6,456","6,400","6,440","6,525","6,541","6,559","6,572","6,628","6,659",,,
444,Building mat. and garden equip. and supplies dealers,"15,197","15,561","15,862","15,709","15,805","15,918","15,973","16,027","16,283","16,232","16,158","16,356",,,
4441,Building mat. and supplies dealers,"12,895","13,243","13,422","13,425","13,450","13,526","13,537","13,552","13,776","13,752","13,660","13,795",,,
445,Food and beverage stores,"34,049","33,989","34,156","34,056","33,978","33,892","34,106","34,256","34,281","34,348","34,230","34,190",,,
4451,Grocery stores,"31,030","30,991","31,109","31,065","30,987","30,804","31,022","31,160","31,171","31,225","31,125","31,063",,,
4453,"Beer, wine and liquor stores","1,939","1,939","1,973","1,962","1,977","2,039","2,017","2,009","2,024","2,056","2,055","2,055",,,
446,Health and personal care stores,"9,448","9,649","9,922","9,578","9,722","9,916","9,950","9,989","10,077","10,058","10,217","10,201",,,
44611,Pharmacies and drug stores,"7,953","8,084","8,280","7,997","8,137","8,231","8,230","8,270","8,347","8,326","8,503","8,509",,,
447,Gasoline stations,"16,938","16,984","16,969","16,613","16,367","16,378","16,396","16,682","16,757","16,711","16,638","16,536",,,
448,Clothing and clothing access. stores,"11,513","11,468","11,623","11,195","11,413","11,643","11,735","11,828","11,845","11,881","11,936","12,110",,,
4481,Clothing stores,"8,002","7,924","8,007","7,791","7,971","8,125","8,186","8,331","8,252","8,316","8,317","8,446",,,
44811,Men's clothing stores,832,827,830,805,830,834,854,858,843,856,856,851,,,
44812,Women's clothing stores,"2,383","2,389","2,367","2,272","2,253","2,300","2,311","2,339","2,350","2,319","2,326","2,336",,,
4482,Shoe stores,"1,757","1,782","1,845","1,685","1,766","1,797","1,798","1,786","1,795","1,799","1,812","1,850",,,
44831,Jewelry stores,"1,628","1,636","1,630","1,594","1,551","1,599","1,625","1,601","1,680","1,643","1,683","1,680",,,
451,"Sporting goods, hobby, musical instrument, and book stores","4,748","4,666","4,698","4,725","4,763","4,838","4,786","4,745","4,827","4,878","5,015","4,915",,,
452,General merchandise stores,"27,216","27,262","27,304","27,179","27,328","27,433","27,949","27,939","27,868","28,155","28,151","28,008",,,
4521,Department stores,"18,138","18,185","18,238","18,096","18,194","18,276","18,529","18,556","18,446","18,580","18,652","18,427",,,
4529,Other general merchandise stores,"9,078","9,077","9,066","9,083","9,134","9,157","9,420","9,383","9,422","9,575","9,499","9,581",,,
45291,Warehouse clubs and superstores,"6,562","6,563","6,572","6,656","6,698","6,724","6,949","6,899","6,948","7,143","7,082","7,193",,,
45299,All other gen. merchandise stores,"2,516","2,514","2,494","2,427","2,436","2,433","2,471","2,484","2,474","2,432","2,417","2,388",,,
453,Miscellaneous stores retailers,"7,295","7,539","7,459","7,417","7,181","7,474","7,464","7,562","7,664","7,704","7,707","7,845",,,
454,Nonstore retailers,"10,006","10,350","10,488","10,642","10,547","10,643","10,836","10,432","10,669","10,529","10,675","10,490",,,
4541,Electronic shopping and mail order houses,"5,307","5,442","5,755","5,911","5,771","5,854","5,840","5,863","6,160","6,074","6,023","6,081",,,
45431,Fuel dealers,"1,947","1,776","1,752","1,858","1,831","1,805","1,813","1,880","1,793","1,775","1,916","1,789",,,
722,Food services and drinking places,"21,110","21,136","21,171","21,216","21,230","21,382","21,689","21,674","21,986","21,758","21,504","21,818",,,
,,,,,,,,,,,,,,,,
(NA) Not advailable,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
