Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2001,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2001,Feb. 2001,Mar. 2001,Apr. 2001,May 2001,Jun. 2001,Jul. 2001,Aug. 2001,Sep. 2001,Oct. 2001,Nov. 2001,Dec. 2001,TOTAL,,
"442,443","Furniture, home furn, electronics, and appliance stores","14,072","13,376","14,556","13,077","14,087","14,273","14,214","15,247","13,548","14,290","16,938","22,299","179,977",,
442,Furniture and home furnishings stores,"7,050","6,797","7,572","6,940","7,551","7,491","7,456","7,971","7,078","7,603","8,548","9,427","91,484",,
4421,Furniture stores,"4,052","3,930","4,350","3,886","4,148","4,223","4,145","4,332","3,950","4,131","4,633","4,792","50,572",,
4422,Home furnishings stores,"2,998","2,867","3,222","3,054","3,403","3,268","3,311","3,639","3,128","3,472","3,915","4,635","40,912",,
44221,Floor covering stores,"1,435","1,428","1,641","1,587","1,698","1,634","1,621","1,714","1,575","1,699","1,620","1,556","19,208",,
442299,All other home furnishings stores,"1,473","1,361","1,490","1,388","1,617","1,545","1,593","1,820","1,462","1,667","2,173","2,958","20,547",,
443,Electronics and appliance stores,"7,022","6,579","6,984","6,137","6,536","6,782","6,758","7,276","6,470","6,687","8,390","12,872","88,493",,
443141,Household appliance stores,996,938,"1,043",999,"1,079","1,166","1,142","1,226","1,047","1,164","1,249","1,430","13,479",,
443142,Electronics stores,"6,026","5,641","5,941","5,138","5,457","5,616","5,616","6,050","5,423","5,523","7,141","11,442","75,014",,
444,Building mat. and garden equip. and supplies dealers,"15,734","15,638","18,978","22,735","25,115","22,931","21,200","21,084","18,749","20,965","19,029","17,221","239,379",,
4441,Building mat. and supplies dealers,"13,744","13,643","16,488","18,241","20,031","19,188","18,559","19,031","16,828","18,712","17,111","15,444","207,020",,
44412,Paint and wallpaper stores,576,571,693,739,814,829,830,863,684,791,662,537,"8,589",,
44413,Hardware stores,"1,089","1,060","1,287","1,437","1,655","1,570","1,456","1,433","1,324","1,382","1,394","1,452","16,539",,
445,Food and beverage stores,"36,332","34,585","38,321","37,122","39,793","39,006","39,182","39,683","37,821","38,375","39,151","43,058","462,429",,
4451,Grocery stores,"33,236","31,488","34,856","33,685","36,068","35,215","35,418","35,919","34,379","34,847","35,308","37,708","418,127",,
44511,Supermarkets and other grocery (except convenience) stores,"31,657","29,913","33,084","31,911","34,154","33,317","33,437","33,920","32,574","33,026","33,571","35,974","396,538",,
4453,"Beer, wine, and liquor stores","2,109","2,052","2,327","2,231","2,470","2,526","2,483","2,518","2,316","2,409","2,638","3,542","29,621",,
446,Health and personal care stores,"13,319","12,862","13,991","13,466","14,226","13,663","13,518","14,046","12,963","14,312","13,994","16,173","166,533",,
44611,Pharmacies and drug stores,"11,414","10,958","11,814","11,430","12,064","11,597","11,515","11,919","11,132","12,335","11,967","13,627","141,772",,
447,Gasoline stations,"20,089","18,935","20,797","21,661","23,850","23,244","22,072","22,653","21,379","20,434","18,437","17,832","251,383",,
448,Clothing and clothing access. stores,"10,060","11,450","13,067","13,362","13,787","12,935","12,600","14,818","12,104","13,218","15,352","24,534","167,287",,
4481,Clothing stores,"7,211","7,820","9,492","9,676","9,674","9,292","9,055","10,567","8,910","9,815","11,212","16,484","119,208",,
44811,Men's clothing stores,620,588,681,675,710,702,626,743,610,704,793,"1,173","8,625",,
44812,Women's clothing stores,"1,946","2,154","2,671","2,801","2,747","2,507","2,311","2,661","2,394","2,615","2,786","3,860","31,453",,
44814,Family clothing stores,"3,444","3,748","4,575","4,750","4,768","4,651","4,663","5,384","4,462","4,918","5,942","8,845","60,150",,
44819,Other clothing stores,610,607,704,636,701,719,669,751,615,722,786,"1,368","8,888",,
4482,Shoe stores,"1,406","1,537","1,867","2,035","2,007","1,890","1,898","2,448","1,708","1,718","1,870","2,500","22,884",,
44831,Jewelry stores,"1,322","1,960","1,569","1,534","1,977","1,617","1,519","1,667","1,383","1,575","2,137","5,301","23,561",,
451,"Sporting goods, hobby, musical instrument, and book stores","4,971","4,486","5,208","4,843","5,145","5,323","5,076","6,162","5,332","5,154","6,697","10,186","68,583",,
45111,Sporting goods stores,"1,739","1,704","2,111","2,071","2,185","2,352","2,199","2,382","1,984","1,882","2,151","3,398","26,158",,
45112,"Hobby, toy, and game stores",880,971,"1,176","1,063","1,038","1,107","1,094","1,065","1,050","1,303","2,445","3,628","16,820",,
451211,Book stores,"1,585","1,070","1,062",934,"1,070","1,077","1,005","1,820","1,406","1,015","1,098","1,956","15,098",,
452,General merchandise stores,"28,627","28,502","32,261","33,370","34,991","34,201","33,188","35,971","32,360","34,581","42,010","57,406","427,468",,
4521,Department stores,"15,153","15,220","17,229","17,969","18,535","17,841","17,025","19,083","16,676","17,800","22,954","32,892","228,377",,
452111,Department stores(excl. discount department stores),"5,834","6,206","6,884","7,089","7,256","6,732","6,252","7,497","6,489","6,922","9,240","14,381","90,782",,
452112,Discount dept. stores,"9,319","9,014","10,345","10,880","11,279","11,109","10,773","11,586","10,187","10,878","13,714","18,511","137,595",,
4529,Other general merchandise stores,"13,474",13282,15032,"15,401","16,456","16,360","16,163","16,888","15,684","16,781","19,056","24,514","199,091",,
45291,Warehouse clubs and superstores,"11,198","10,919","12,387","12,616","13,487","13,619","13,438","14,086","13,173","14,042","15,760","19,991","164,716",,
45299,All other gen. merchandise stores,"2,276","2,363","2,645","2,785","2,969","2,741","2,725","2,802","2,511","2,739","3,296","4,523","34,375",,
453,Miscellaneous store retailers,"7,687","7,996","8,620","7,889","9,130","8,614","8,355","9,024","7,862","8,551","8,710","10,649","103,087",,
4532,"Office supplies, stationery, and gift stores","3,156","3,074","3,181","2,876","3,123","2,922","2,913","3,563","2,917","3,064","3,416","5,180","39,385",,
45321,Office supplies and stationery stores,"2,013","1,781","1,839","1,503","1,586","1,487","1,520","2,090","1,697","1,648","1,658","2,063","20,885",,
45322,"Gift, novelty, and souvenir stores","1,143","1,293","1,342","1,373","1,537","1,435","1,393","1,473","1,220","1,416","1,758","3,117","18,500",,
45330,Used merchandise stores,708,784,856,759,796,745,785,782,803,799,809,901,"9,527",,
454,Nonstore retailers,"16,639","14,623","16,240","14,259","14,192","13,386","13,054","14,445","13,150","15,774","16,490","18,311","180,563",,
4541,Electronic shopping and mail-order houses,"9,343","8,333","9,710","8,898","9,214","8,908","8,727","9,551","8,420","10,118","10,903","12,624","114,749",,
45431,Fuel dealers,"4,094","3,106","2,802","2,001","1,657","1,460","1,388","1,615","1,703","1,996","2,000","2,271","26,093",,
722,Food services and drinking places,"23,955","23,801","27,010","25,863","27,355","27,566","27,594","28,303","25,714","26,408","25,533","27,536","316,638",,
7224,Drinking places,"1,197","1,181","1,367","1,234","1,254","1,287","1,314","1,395","1,337","1,363","1,352","1,403","15,684",,
7225,Restaurants and other eating places,"20,613","20,547","23,239","22,217","23,460","23,725","24,019","24,531","21,899","22,504","21,946","23,934","272,634",,
722511,Full service restaurants,"10,680","10,646","11,869","11,265","11,952","12,141","12,321","12,742","11,242","11,471","11,206","12,535","140,070",,
"722513, 722514, 722515",Limited service eating places,"9,933","9,901","11,370","10,952","11,508","11,584","11,698","11,789","10,657","11,033","10,740","11,399","132,564",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","278,834","278,773","276,450","280,808","281,496","280,401","279,504","281,413","276,084","294,540","287,111","283,705",,,
,Retail sales and food services excl motor vehicle and parts,"212,908","212,585","210,779","213,875","214,457","213,691","213,437","215,063","212,155","214,085","214,698","215,485",,,
,Retail sales and food services excl gasoline stations,"256,903","257,158","255,798","259,190","258,868","258,473","258,818","260,535","254,748","274,507","267,866","264,755",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"190,977","190,970","190,127","192,257","191,829","191,763","192,751","194,185","190,819","194,052","195,453","196,535",,,
,"Retail sales, total","252,654","252,704","250,328","254,763","255,218","254,022","252,997","254,560","249,845","267,999","260,514","256,549",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","186,728","186,516","184,657","187,830","188,179","187,312","186,930","188,210","185,916","187,544","188,101","188,329",,,
,GAFO(1),"73,569","72,815","71,803","73,312","72,890","72,690","73,658","74,124","72,498","73,867","75,232","76,042",,,
441,Motor vehicle and parts dealers,"65,926","66,188","65,671","66,933","67,039","66,710","66,067","66,350","63,929","80,455","72,413","68,220",,,
"4411,4412",Automobile and other motor vehicle dealers,"60,970","61,168","60,635","61,803","61,922","61,566","60,916","61,183","58,857","75,352","67,325","63,109",,,
4413,"Automotive parts, acc., and tire stores","4,956","5,020","5,036","5,130","5,117","5,144","5,151","5,167","5,072","5,103","5,088","5,111",,,
"442,443","Furniture, home furn, electronics, and appliance stores","15,140","14,945","14,816","14,772","14,694","14,859","14,969","14,904","14,560","14,780","15,356","15,694",,,
442,Furniture and home furnishings stores,"7,764","7,611","7,549","7,560","7,559","7,613","7,671","7,628","7,419","7,543","7,694","7,869",,,
443,Electronics and appliance stores,"7,376","7,334","7,267","7,212","7,135","7,246","7,298","7,276","7,141","7,237","7,662","7,825",,,
444,Building mat. and garden equip. and supplies dealers,"19,248","19,698","19,562","20,373","20,147","19,900","19,838","19,920","19,664","20,054","19,982","20,120",,,
4441,Building mat. and supplies dealers,"16,421","16,781","16,946","17,693","17,358","17,396","17,313","17,444","17,050","17,407","17,425","17,530",,,
445,Food and beverage stores,"37,903","38,252","38,133","38,369","38,439","38,569","38,506","38,738","38,832","38,944","39,161","38,996",,,
4451,Grocery stores,"34,229","34,602","34,477","34,727","34,781","34,866","34,792","35,043","35,152","35,270","35,414","35,208",,,
4453,"Beer, wine and liquor stores","2,496","2,457","2,444","2,444","2,455","2,474","2,458","2,454","2,451","2,468","2,512","2,510",,,
446,Health and personal care stores,"13,413","13,582","13,650","13,643","13,812","13,843","13,879","14,004","13,894","14,298","14,280","14,350",,,
44611,Pharmacies and drug stores,"11,391","11,498","11,571","11,569","11,713","11,822","11,883","11,955","11,906","12,261","12,149","12,167",,,
447,Gasoline stations,"21,931","21,615","20,652","21,618","22,628","21,928","20,686","20,878","21,336","20,033","19,245","18,950",,,
448,Clothing and clothing access. stores,"14,135","14,166","13,801","14,217","13,950","13,804","13,994","14,171","13,286","13,973","13,970","14,126",,,
4481,Clothing stores,"10,014","10,084","9,760","10,103","9,928","9,864","9,925","10,090","9,488","10,020","9,915","10,132",,,
44811,Men's clothing stores,781,774,755,717,732,725,714,722,663,708,695,694,,,
44812,Women's clothing stores,"2,644","2,672","2,616","2,691","2,596","2,577","2,611","2,699","2,515","2,649","2,623","2,622",,,
4482,Shoe stores,"1,905","1,865","1,834","1,959","1,935","1,898","1,963","1,963","1,843","1,876","1,928","1,913",,,
44831,Jewelry stores,"2,062","2,057","2,062","2,016","1,957","1,898","1,965","1,980","1,842","1,949","2,001","1,950",,,
451,"Sporting goods, hobby, musical instrument, and book stores","5,386","5,715","5,723","5,658","5,679","5,621","5,703","5,775","5,672","5,798","6,066","5,797",,,
452,General merchandise stores,"35,601","34,655","34,069","35,364","35,202","35,114","35,720","35,915","35,822","36,229","36,656","37,054",,,
4521,Department stores,"19,904","19,170","18,542","19,073","18,991","18,889","19,121","19,093","18,864","18,955","19,135","19,038",,,
4529,Other general merchandise stores,"15,697","15,485","15,527","16,291","16,211","16,225","16,599","16,822","16,958","17,274","17,521","18,016",,,
45291,Warehouse clubs and superstores,"12,827","12,638","12,757","13,350","13,314","13,405","13,740","13,974","14,180","14,476","14,620","14,997",,,
45299,All other gen. merchandise stores,"2,870","2,847","2,770","2,941","2,897","2,820","2,859","2,848","2,778","2,798","2,901","3,019",,,
453,Miscellaneous stores retailers,"8,466","8,665","8,897","8,527","8,752","8,693","8,671","8,691","8,377","8,456","8,548","8,432",,,
454,Nonstore retailers,"15,505","15,223","15,354","15,289","14,876","14,981","14,964","15,214","14,473","14,979","14,837","14,810",,,
4541,Electronic shopping and mail order houses,"9,447","9,437","9,614","9,578","9,558","9,683","9,675","9,836","9,093","9,655","9,683","9,681",,,
45431,Fuel dealers,"2,559","2,355","2,295","2,282","2,119","2,128","2,059","2,128","2,217","2,056","1,905","1,767",,,
722,Food services and drinking places,"26,180","26,069","26,122","26,045","26,278","26,379","26,507","26,853","26,239","26,541","26,597","27,156",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
