Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2008,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2008,Feb. 2008,Mar. 2008,Apr. 2008,May 2008,Jun. 2008,Jul. 2008,Aug. 2008,Sep. 2008,Oct. 2008,Nov. 2008,Dec. 2008,TOTAL,,
44611,Pharmacies and drug stores,"17,449","17,201","17,719","17,143","17,871","17,038","17,413","17,200","17,176","18,019","16,975","19,653","210,857",,
447,Gasoline stations,"38,690","37,616","42,226","43,663","48,512","50,085","51,728","49,068","45,182","40,625","29,869","26,375","503,639",,
448,Clothing and clothing access. stores,"14,173","15,876","17,770","17,103","19,084","17,007","17,369","19,041","15,882","16,796","18,756","26,726","215,583",,
4481,Clothing stores,"10,478","11,092","13,223","12,671","13,804","12,577","12,814","13,753","11,890","12,580","14,156","18,664","157,702",,
44811,Men's clothing stores,609,586,681,710,757,715,622,655,635,664,708,"1,009","8,351",,
44812,Women's clothing stores,"2,519","2,763","3,392","3,439","3,603","3,149","2,972","3,144","3,064","3,071","3,242","4,044","38,402",,
44814,Family clothing stores,"5,240","5,603","6,583","6,289","7,056","6,469","7,001","7,528","6,056","6,620","7,809","10,545","82,799",,
44819,Other clothing stores,967,911,"1,004",940,"1,016","1,034",916,878,841,918,966,"1,373","11,764",,
4482,Shoe stores,"1,772","2,037","2,317","2,242","2,394","2,112","2,226","2,897","1,953","2,068","2,175","2,782","26,975",,
44831,Jewelry stores,"1,797","2,609","2,074","2,044","2,715","2,159","2,163","2,223","1,910","1,997","2,253","5,049","28,993",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,532","5,495","6,107","5,910","6,463","6,363","6,371","7,964","6,183","5,616","6,746","10,811","80,561",,
45111,Sporting goods stores,"2,315","2,415","2,995","2,984","3,276","3,408","3,308","3,543","2,725","2,482","2,796","4,530","36,777",,
45112,"Hobby, toy, and game stores","1,045","1,078","1,185","1,082","1,132","1,045","1,100","1,067","1,063","1,221","1,964","3,125","16,107",,
451211,Book stores,"2,300","1,157","1,026","1,004","1,158","1,073","1,121","2,425","1,471","1,024","1,034","2,008","16,801",,
452,General merchandise stores,"42,183","44,263","47,998","45,611","51,467","49,318","48,330","50,320","44,101","47,601","54,571","69,278","595,041",,
4521,Department stores,"13,214","14,291","15,765","14,947","16,640","15,883","15,142","16,425","13,868","15,392","19,420","27,249","198,236",,
452111,Department stores(excl. discount department stores),"4,558","5,150","5,612","5,487","5,996","5,469","5,169","5,669","4,891","5,382","7,223","10,543","71,149",,
452112,Discount dept. stores,"8,656","9,141","10,153","9,460","10,644","10,414","9,973","10,756","8,977","10,010","12,197","16,706","127,087",,
4529,Other general merchandise stores,"28,969",29972,32233,"30,664","34,827","33,435","33,188","33,895","30,233","32,209","35,151","42,029","396,805",,
45291,Warehouse clubs and superstores,"25,762","26,608","28,604","27,093","30,816","29,662","29,443","30,242","26,792","28,431","31,057","36,716","351,226",,
45299,All other gen. merchandise stores,"3,207","3,364","3,629","3,571","4,011","3,773","3,745","3,653","3,441","3,778","4,094","5,313","45,579",,
453,Miscellaneous store retailers,"9,094","8,730","8,777","8,793","10,034","9,507","9,699","9,314","9,039","9,241","8,306","10,154","110,688",,
4532,"Office supplies, stationery, and gift stores","3,213","3,092","2,976","2,851","3,138","2,906","3,124","3,538","3,072","3,136","2,885","4,156","38,087",,
45321,Office supplies and stationery stores,"2,115","1,854","1,742","1,685","1,640","1,495","1,726","2,182","1,839","1,581","1,504","1,909","21,272",,
45322,"Gift, novelty, and souvenir stores","1,098","1,238","1,234","1,166","1,498","1,411","1,398","1,356","1,233","1,555","1,381","2,247","16,815",,
45330,Used merchandise stores,866,893,938,943,987,936,910,947,962,962,949,949,"11,242",,
454,Nonstore retailers,"27,673","25,919","26,301","26,076","25,730","24,896","25,482","24,894","25,609","26,665","25,853","34,054","319,152",,
4541,Electronic shopping and mail-order houses,"18,651","17,399","17,984","18,676","18,621","18,128","18,591","18,127","18,547","19,067","18,998","26,453","229,242",,
45431,Fuel dealers,"5,377","4,899","4,460","3,486","3,074","2,803","2,878","2,731","3,060","3,528","3,314","3,965","43,575",,
722,Food services and drinking places,"35,063","35,722","38,491","37,918","40,679","38,716","39,568","40,419","37,234","38,425","36,307","37,723","456,265",,
7224,Drinking places,"1,497","1,528","1,709","1,655","1,742","1,696","1,883","1,839","1,675","1,711","1,619","1,676","20,230",,
7225,Restaurants and other eating places,"30,334","30,854","33,274","32,299","34,833","33,284","34,081","34,746","31,019","32,543","31,117","32,664","391,048",,
722511,Full service restaurants,"15,506","15,862","17,102","16,289","17,706","16,704","16,957","17,422","15,356","15,973","15,532","16,644","197,053",,
"722513, 722514, 722515",Limited service eating places,"14,828","14,992","16,172","16,010","17,127","16,580","17,124","17,324","15,663","16,570","15,585","16,020","193,995",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","375,236","371,833","372,745","372,572","376,036","376,455","375,038","372,284","366,729","352,950","339,350","332,091",,,
,Retail sales and food services excl motor vehicle and parts,"301,402","299,627","300,971","302,520","306,893","309,294","310,641","307,299","304,180","296,351","284,366","277,968",,,
,Retail sales and food services excl gasoline stations,"332,813","329,329","329,701","329,639","331,692","329,908","328,225","326,639","320,952","312,366","307,574","304,092",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"258,979","257,123","257,927","259,587","262,549","262,747","263,828","261,654","258,403","255,767","252,590","249,969",,,
,"Retail sales, total","337,412","334,584","335,193","334,843","337,947","338,311","336,771","334,045","328,343","314,830","301,332","294,025",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","263,578","262,378","263,419","264,791","268,804","271,150","272,374","269,060","265,794","258,231","246,348","239,902",,,
,GAFO(1),"95,762","95,010","95,181","95,788","97,328","97,383","97,061","96,139","93,149","92,428","92,366","91,038",,,
441,Motor vehicle and parts dealers,"73,834","72,206","71,774","70,052","69,143","67,161","64,397","64,985","62,549","56,599","54,984","54,123",,,
"4411,4412",Automobile and other motor vehicle dealers,"67,606","65,976","65,537","63,765","62,769","60,739","57,934","58,687","56,200","50,253","48,542","47,728",,,
4413,"Automotive parts, acc., and tire stores","6,228","6,230","6,237","6,287","6,374","6,422","6,463","6,298","6,349","6,346","6,442","6,395",,,
"442,443","Furniture, home furn, electronics, and appliance stores","18,048","17,790","17,802","17,892","18,117","17,778","17,698","17,355","16,536","16,467","16,377","15,811",,,
442,Furniture and home furnishings stores,"8,873","8,594","8,631","8,606","8,587","8,473","8,369","8,154","7,722","7,735","7,640","7,460",,,
443,Electronics and appliance stores,"9,175","9,196","9,171","9,286","9,530","9,305","9,329","9,201","8,814","8,732","8,737","8,351",,,
444,Building mat. and garden equip. and supplies dealers,"25,721","25,659","25,456","25,292","25,650","25,700","25,897","25,329","25,217","24,568","23,196","22,909",,,
4441,Building mat. and supplies dealers,"22,639","22,444","22,258","22,276","22,413","22,379","22,431","22,041","21,861","21,406","20,072","19,812",,,
445,Food and beverage stores,"46,862","46,707","46,883","47,356","47,355","47,568","47,845","47,988","47,740","47,703","47,363","46,942",,,
4451,Grocery stores,"42,159","42,016","42,168","42,584","42,549","42,683","42,899","43,063","42,834","42,768","42,496","42,136",,,
4453,"Beer, wine and liquor stores","3,196","3,196","3,217","3,237","3,263","3,315","3,350","3,335","3,320","3,354","3,343","3,304",,,
446,Health and personal care stores,"20,120","20,279","20,288","20,172","20,536","20,497","20,640","20,620","20,654","20,659","20,789","20,682",,,
44611,Pharmacies and drug stores,"17,208","17,375","17,321","17,246","17,521","17,511","17,571","17,695","17,634","17,683","17,756","17,721",,,
447,Gasoline stations,"42,423","42,504","43,044","42,933","44,344","46,547","46,813","45,645","45,777","40,584","31,776","27,999",,,
448,Clothing and clothing access. stores,"18,542","18,280","18,338","18,384","18,642","18,708","18,635","18,524","17,560","17,317","17,173","16,868",,,
4481,Clothing stores,"13,494","13,361","13,271","13,401","13,564","13,594","13,491","13,426","12,841","12,612","12,703","12,549",,,
44811,Men's clothing stores,755,725,732,726,732,729,697,704,684,655,654,631,,,
44812,Women's clothing stores,"3,267","3,285","3,268","3,310","3,312","3,280","3,299","3,278","3,195","3,068","3,041","2,928",,,
4482,Shoe stores,"2,249","2,207","2,256","2,288","2,347","2,336","2,324","2,318","2,168","2,168","2,162","2,125",,,
44831,Jewelry stores,"2,631","2,550","2,642","2,527","2,566","2,614","2,654","2,612","2,403","2,380","2,154","2,053",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,818","6,751","6,733","6,809","6,949","6,879","6,858","6,931","6,536","6,426","6,431","6,470",,,
452,General merchandise stores,"48,951","48,927","48,990","49,433","50,375","50,762","50,582","50,131","49,436","49,260","49,464","48,906",,,
4521,Department stores,"16,813","16,822","16,697","16,708","16,916","17,059","16,779","16,645","16,079","16,016","16,329","15,839",,,
4529,Other general merchandise stores,"32,138","32,105","32,293","32,725","33,459","33,703","33,803","33,486","33,357","33,244","33,135","33,067",,,
45291,Warehouse clubs and superstores,"28,279","28,367","28,575","28,946","29,602","29,841","29,922","29,649","29,572","29,462","29,382","29,302",,,
45299,All other gen. merchandise stores,"3,859","3,738","3,718","3,779","3,857","3,862","3,881","3,837","3,785","3,782","3,753","3,765",,,
453,Miscellaneous stores retailers,"10,074","9,380","9,355","9,277","9,310","9,308","9,583","9,163","9,080","8,914","8,630","8,564",,,
454,Nonstore retailers,"26,019","26,101","26,530","27,243","27,526","27,403","27,823","27,374","27,258","26,333","25,149","24,751",,,
4541,Electronic shopping and mail order houses,"18,688","18,729","18,891","19,293","19,478","19,472","19,673","19,387","19,482","19,010","18,197","18,383",,,
45431,Fuel dealers,"3,382","3,532","3,805","4,044","4,061","3,970","4,177","3,918","3,883","3,630","3,324","2,810",,,
722,Food services and drinking places,"37,824","37,249","37,552","37,729","38,089","38,144","38,267","38,239","38,386","38,120","38,018","38,066",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
