Estimates of Monthly Retail and Food Services Sales by Kind of Business: 1992,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 1992,Feb. 1992,Mar. 1992,Apr. 1992,May 1992,Jun. 1992,Jul. 1992,Aug. 1992,Sep. 1992,Oct. 1992,Nov. 1992,Dec. 1992,TOTAL,,
4421,Furniture stores,"2,392","2,460","2,607","2,525","2,605","2,604","2,627","2,639","2,611","2,665","2,768","3,049","31,552",,
4422,Home furnishings stores,"1,454","1,448","1,550","1,616","1,670","1,753","1,780","1,807","1,717","1,832","1,919","2,238","20,784",,
44221,Floor covering stores,728,731,851,899,856,950,904,917,916,977,940,928,"10,597",,
442299,All other home furnishings stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
443,Electronics and appliance stores,"3,657","3,490","3,669","3,527","3,571","3,788","3,930","3,817","3,795","4,014","4,419","7,014","48,691",,
443141,Household appliance stores,601,576,631,643,662,746,764,727,682,732,753,920,"8,437",,
443142,Electronics stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
444,Building mat. and garden equip. and supplies dealers,"8,964","9,023","10,608","11,630","12,327","12,219","11,658","11,219","11,309","11,605","10,156","10,271","130,989",,
4441,Building mat. and supplies dealers,"7,637","7,567","8,718","9,330","9,731","10,178","9,981","9,742","9,813","10,018","8,835","8,765","110,315",,
44412,Paint and wallpaper stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
44413,Hardware stores,842,818,958,"1,073","1,232","1,165","1,142","1,081","1,053","1,105","1,037","1,164","12,670",,
445,Food and beverage stores,"29,589","28,570","29,682","30,228","31,677","30,769","32,402","31,469","30,162","31,407","30,388","34,170","370,513",,
4451,Grocery stores,"27,306","26,223","27,235","27,588","28,883","28,039","29,479","28,645","27,475","28,583","27,620","30,294","337,370",,
44511,Supermarkets and other grocery (except convenience) stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4453,"Beer, wine, and liquor stores","1,509","1,541","1,597","1,675","1,822","1,775","1,912","1,862","1,770","1,882","1,831","2,511","21,687",,
446,Health and personal care stores,"7,258","7,150","7,413","7,531","7,488","7,387","7,277","7,313","7,071","7,467","7,115","9,235","89,705",,
44611,Pharmacies and drug stores,"6,358","6,284","6,420","6,573","6,491","6,342","6,236","6,280","6,074","6,439","6,175","8,119","77,791",,
447,Gasoline stations,"12,099","11,580","12,272","12,443","13,449","13,427","13,874","13,825","13,140","13,663","13,064","13,488","156,324",,
448,Clothing and clothing access. stores,"6,938","7,524","8,475","9,401","9,558","9,182","9,103","10,513","9,573","10,254","11,187","18,395","120,103",,
4481,Clothing stores,"4,852","5,159","6,024","6,682","6,768","6,534","6,551","7,486","6,878","7,514","8,201","12,721","85,370",,
44811,Men's clothing stores,701,658,731,816,856,853,714,777,762,841,913,"1,557","10,179",,
44812,Women's clothing stores,"1,873","1,991","2,403","2,665","2,752","2,424","2,373","2,657","2,560","2,755","2,946","4,416","31,815",,
44814,Family clothing stores,"1,649","1,864","2,152","2,438","2,412","2,516","2,653","3,046","2,687","2,993","3,399","5,337","33,146",,
44819,Other clothing stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4482,Shoe stores,"1,206","1,265","1,463","1,675","1,560","1,498","1,449","1,838","1,578","1,529","1,516","2,039","18,616",,
44831,Jewelry stores,796,"1,021",912,969,"1,171","1,094","1,037","1,089","1,034","1,122","1,364","3,436","15,045",,
451,"Sporting goods, hobby, musical instrument, and book stores","3,023","2,806","3,040","3,150","3,175","3,240","3,224","3,586","3,409","3,329","3,851","7,133","42,966",,
45111,Sporting goods stores,972,"1,100","1,214","1,267","1,293","1,334","1,340","1,377","1,206","1,120","1,207","2,153","15,583",,
45112,"Hobby, toy, and game stores",620,585,643,706,660,721,678,653,638,789,"1,332","3,226","11,251",,
451211,Book stores,790,539,535,523,552,589,592,894,861,645,642,"1,165","8,327",,
452,General merchandise stores,"14,996","16,015","17,984","18,872","20,037","18,812","18,575","20,518","18,700","20,970","25,024","37,373","247,876",,
4521,Department stores,"10,306","11,251","12,917","13,461","14,286","13,354","13,101","14,783","13,323","14,961","18,128","27,218","177,089",,
452111,Department stores(excl. discount department stores),"4,818","5,347","6,262","6,417","6,636","6,163","6,025","7,145","6,461","7,082","8,996","13,801","85,153",,
452112,Discount dept. stores,"5,488","5,904","6,655","7,044","7,650","7,191","7,076","7,638","6,862","7,879","9,132","13,417","91,936",,
4529,Other general merchandise stores,"4,690",4764,5067,"5,411","5,751","5,458","5,474","5,735","5,377","6,009","6,896","10,155","70,787",,
45291,Warehouse clubs and superstores,"2,579","2,615","2,838","2,984","3,257","3,107","3,097","3,288","3,078","3,429","4,013","5,740","40,025",,
45299,All other gen. merchandise stores,"2,111","2,149","2,229","2,427","2,494","2,351","2,377","2,447","2,299","2,580","2,883","4,415","30,762",,
453,Miscellaneous store retailers,"3,642","3,902","3,755","4,148","4,600","4,518","4,488","4,504","4,454","4,768","4,848","7,213","54,840",,
4532,"Office supplies, stationery, and gift stores","1,446","1,477","1,406","1,457","1,597","1,611","1,717","1,762","1,669","1,832","2,054","3,388","21,416",,
45321,Office supplies and stationery stores,788,679,692,656,697,725,775,811,795,820,803,943,"9,184",,
45322,"Gift, novelty, and souvenir stores",658,798,714,801,900,886,942,951,874,"1,012","1,251","2,445","12,232",,
45330,Used merchandise stores,371,402,419,393,435,519,443,532,523,483,465,582,"5,567",,
454,Nonstore retailers,"6,860","6,059","6,297","6,022","5,803","5,761","5,834","5,830","6,334","7,275","7,725","8,701","78,501",,
4541,Electronic shopping and mail-order houses,"2,692","2,285","2,484","2,506","2,483","2,602","2,665","2,673","2,932","3,436","3,922","4,530","35,210",,
45431,Fuel dealers,"1,916","1,627","1,537","1,341","1,163","1,016",969,"1,005","1,150","1,431","1,532","1,978","16,665",,
722,Food services and drinking places,"15,693","15,835","16,848","16,494","17,648","16,814","17,304","17,888","16,459","17,668","16,723","17,491","202,865",,
7224,Drinking places,"1,049","1,026","1,074","1,031","1,047",986,"1,015","1,021",958,"1,041",999,"1,034","12,281",,
7225,Restaurants and other eating places,"13,325","13,474","14,346","14,065","15,077","14,384","14,875","15,381","14,086","15,138","14,323","14,994","173,468",,
722511,Full service restaurants,"6,887","6,937","7,245","7,000","7,532","6,997","7,272","7,535","6,921","7,439","7,114","7,329","86,208",,
"722513, 722514, 722515",Limited service eating places,"6,438","6,537","7,101","7,065","7,545","7,387","7,603","7,846","7,165","7,699","7,209","7,665","87,260",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","164,095","164,213","163,721","164,709","165,612","166,077","167,257","167,800","169,400","170,625","171,003","173,105",,,
,Retail sales and food services excl motor vehicle and parts,"130,617","130,396","130,385","130,933","131,255","131,296","132,058","133,215","133,510","134,653","135,075","136,833",,,
,Retail sales and food services excl gasoline stations,"151,292","151,612","151,082","151,999","152,742","153,191","154,291","154,708","156,154","157,321","157,645","159,630",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"117,814","117,795","117,746","118,223","118,385","118,410","119,092","120,123","120,264","121,349","121,717","123,358",,,
,"Retail sales, total","146,925","147,223","146,805","148,032","149,010","149,800","150,761","151,067","152,588","153,521","153,583","155,614",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","113,447","113,406","113,469","114,256","114,653","115,019","115,562","116,482","116,698","117,549","117,655","119,342",,,
,GAFO(1),"42,785","43,318","43,243","43,650","43,604","43,868","43,991","44,472","44,634","44,986","45,199","46,478",,,
441,Motor vehicle and parts dealers,"33,478","33,817","33,336","33,776","34,357","34,781","35,199","34,585","35,890","35,972","35,928","36,272",,,
"4411,4412",Automobile and other motor vehicle dealers,"30,167","30,457","29,891","30,361","30,847","31,260","31,729","31,124","32,369","32,396","32,336","32,693",,,
4413,"Automotive parts, acc., and tire stores","3,311","3,360","3,445","3,415","3,510","3,521","3,470","3,461","3,521","3,576","3,592","3,579",,,
"442,443","Furniture, home furn, electronics, and appliance stores","8,128","8,246","8,246","8,317","8,312","8,393","8,449","8,420","8,443","8,485","8,486","8,676",,,
442,Furniture and home furnishings stores,"4,254","4,342","4,330","4,359","4,331","4,401","4,368","4,372","4,345","4,299","4,368","4,428",,,
443,Electronics and appliance stores,"3,874","3,904","3,916","3,958","3,981","3,992","4,081","4,048","4,098","4,186","4,118","4,248",,,
444,Building mat. and garden equip. and supplies dealers,"10,845","10,904","10,986","10,738","10,777","10,790","10,785","10,915","10,980","10,971","10,873","11,082",,,
4441,Building mat. and supplies dealers,"9,059","9,084","9,138","9,014","9,044","9,120","9,123","9,252","9,293","9,242","9,222","9,425",,,
445,Food and beverage stores,"30,437","30,382","30,526","30,602","30,718","30,761","30,963","31,041","30,942","31,148","30,992","31,057",,,
4451,Grocery stores,"27,835","27,720","27,848","27,867","27,987","28,011","28,183","28,222","28,122","28,328","28,184","28,233",,,
4453,"Beer, wine and liquor stores","1,713","1,763","1,753","1,784","1,783","1,782","1,790","1,845","1,836","1,854","1,853","1,856",,,
446,Health and personal care stores,"7,421","7,425","7,443","7,516","7,458","7,417","7,292","7,508","7,420","7,535","7,497","7,526",,,
44611,Pharmacies and drug stores,"6,461","6,458","6,459","6,534","6,511","6,458","6,344","6,521","6,421","6,491","6,432","6,459",,,
447,Gasoline stations,"12,803","12,601","12,639","12,710","12,870","12,886","12,966","13,092","13,246","13,304","13,358","13,475",,,
448,Clothing and clothing access. stores,"9,716","9,712","9,669","9,862","9,755","9,915","9,957","10,141","10,154","10,174","10,076","10,318",,,
4481,Clothing stores,"6,758","6,791","6,721","6,954","6,947","7,091","7,136","7,272","7,272","7,244","7,194","7,402",,,
44811,Men's clothing stores,840,846,855,865,873,885,842,861,849,830,824,825,,,
44812,Women's clothing stores,"2,631","2,589","2,559","2,636","2,613","2,571","2,605","2,673","2,664","2,672","2,690","2,762",,,
4482,Shoe stores,"1,608","1,597","1,571","1,571","1,512","1,519","1,502","1,524","1,543","1,576","1,536","1,556",,,
44831,Jewelry stores,"1,248","1,230","1,283","1,247","1,222","1,238","1,233","1,243","1,247","1,264","1,256","1,273",,,
451,"Sporting goods, hobby, musical instrument, and book stores","3,385","3,516","3,482","3,535","3,512","3,549","3,586","3,512","3,566","3,607","3,626","3,800",,,
452,General merchandise stores,"19,879","20,202","20,168","20,258","20,345","20,298","20,205","20,593","20,684","20,851","21,078","21,752",,,
4521,Department stores,"14,134","14,472","14,543","14,529","14,634","14,597","14,469","14,729","14,816","14,870","14,994","15,310",,,
4529,Other general merchandise stores,"5,745","5,730","5,625","5,729","5,711","5,701","5,736","5,864","5,868","5,981","6,084","6,442",,,
45291,Warehouse clubs and superstores,"3,063","3,109","3,132","3,188","3,212","3,226","3,257","3,341","3,364","3,419","3,508","3,776",,,
45299,All other gen. merchandise stores,"2,682","2,621","2,493","2,541","2,499","2,475","2,479","2,523","2,504","2,562","2,576","2,666",,,
453,Miscellaneous stores retailers,"4,318","4,308","4,292","4,391","4,356","4,357","4,468","4,494","4,549","4,809","5,059","5,059",,,
454,Nonstore retailers,"6,515","6,110","6,018","6,327","6,550","6,653","6,891","6,766","6,714","6,665","6,610","6,597",,,
4541,Electronic shopping and mail order houses,"2,668","2,632","2,477","2,757","2,874","3,065","3,238","3,137","3,064","3,062","3,029","3,032",,,
45431,Fuel dealers,"1,282","1,177","1,327","1,464","1,491","1,421","1,392","1,408","1,438","1,466","1,459","1,444",,,
722,Food services and drinking places,"17,170","16,990","16,916","16,677","16,602","16,277","16,496","16,733","16,812","17,104","17,420","17,491",,,
,,,,,,,,,,,,,,,,
(NA) Not advailable,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
