Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2009,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2009,Feb. 2009,Mar. 2009,Apr. 2009,May 2009,Jun. 2009,Jul. 2009,Aug. 2009,Sep. 2009,Oct. 2009,Nov. 2009,Dec. 2009,TOTAL,,
4413,"Automotive parts, acc., and tire stores","5,751","5,723","6,391","6,390","6,318","6,645","6,567","6,371","6,112","6,409","5,667","5,882","74,226",,
"442,443","Furniture, home furn, electronics, and appliance stores","15,200","14,721","14,504","13,538","14,294","14,495","14,737","14,991","14,215","13,926","16,806","21,221","182,648",,
442,Furniture and home furnishings stores,"6,796","6,593","6,907","6,608","6,974","6,922","7,194","7,159","6,967","6,853","7,375","8,401","84,749",,
4421,Furniture stores,"3,842","3,914","3,851","3,574","3,844","3,703","3,803","3,939","3,827","3,723","3,848","3,942","45,810",,
4422,Home furnishings stores,"2,954","2,679","3,056","3,034","3,130","3,219","3,391","3,220","3,140","3,130","3,527","4,459","38,939",,
44221,Floor covering stores,"1,182","1,138","1,230","1,256","1,247","1,422","1,441","1,338","1,319","1,304","1,215","1,210","15,302",,
442299,All other home furnishings stores,"1,667","1,447","1,714","1,672","1,786","1,699","1,848","1,795","1,730","1,732","2,222","3,156","22,468",,
443,Electronics and appliance stores,"8,404","8,128","7,597","6,930","7,320","7,573","7,543","7,832","7,248","7,073","9,431","12,820","97,899",,
443141,Household appliance stores,"1,258","1,153","1,194","1,194","1,253","1,280","1,303","1,307","1,203","1,257","1,398","1,489","15,289",,
443142,Electronics stores,"7,146","6,975","6,403","5,736","6,067","6,293","6,240","6,525","6,045","5,816","8,033","11,331","82,610",,
444,Building mat. and garden equip. and supplies dealers,"17,600","17,064","21,503","24,970","26,952","26,356","24,004","21,522","21,302","21,265","19,916","19,183","261,637",,
4441,Building mat. and supplies dealers,"15,702","15,177","18,571","20,626","22,160","22,043","21,029","19,344","19,376","19,076","17,562","16,808","227,474",,
44412,Paint and wallpaper stores,560,558,656,713,707,787,798,747,718,668,561,483,"7,956",,
44413,Hardware stores,"1,341","1,226","1,494","1,727","1,954","1,759","1,597","1,516","1,450","1,540","1,452","1,611","18,667",,
445,Food and beverage stores,"47,103","42,602","45,731","46,450","49,142","46,954","48,915","47,863","46,219","47,895","47,405","52,139","568,418",,
4451,Grocery stores,"42,942","38,522","41,312","41,781","44,034","42,147","43,839","42,995","41,538","43,020","42,508","45,395","510,033",,
44511,Supermarkets and other grocery (except convenience) stores,"41,365","36,975","39,627","40,084","42,227","40,312","41,970","41,155","39,768","41,222","40,753","43,570","489,028",,
4453,"Beer, wine, and liquor stores","2,913","2,781","3,024","3,130","3,467","3,307","3,555","3,399","3,263","3,425","3,356","4,625","40,245",,
446,Health and personal care stores,"20,691","19,840","21,535","21,059","21,079","20,971","20,838","20,585","20,615","21,342","20,607","23,632","252,794",,
44611,Pharmacies and drug stores,"17,741","17,028","18,501","18,226","18,146","17,944","17,957","17,604","17,770","18,492","17,784","20,067","217,260",,
447,Gasoline stations,"26,541","25,620","28,450","29,437","32,958","35,945","36,339","36,980","34,348","35,025","34,342","35,249","391,234",,
448,Clothing and clothing access. stores,"13,387","14,684","15,563","16,337","17,264","15,434","16,007","17,656","15,630","17,053","18,332","27,128","204,475",,
4481,Clothing stores,"10,122","10,514","11,758","12,320","12,752","11,535","12,045","12,967","11,762","13,022","13,840","18,733","151,370",,
44811,Men's clothing stores,524,496,542,669,650,607,575,551,579,610,620,930,"7,353",,
44812,Women's clothing stores,"2,285","2,424","2,953","3,264","3,280","2,894","2,716","2,942","2,939","3,095","3,189","4,074","36,055",,
44814,Family clothing stores,"5,332","5,621","6,092","6,246","6,526","5,990","6,586","7,185","6,067","7,031","7,670","10,578","80,924",,
44819,Other clothing stores,936,859,921,914,989,932,901,865,819,914,955,"1,351","11,356",,
4482,Shoe stores,"1,682","1,945","2,056","2,141","2,116","1,903","2,050","2,715","1,972","2,064","2,100","2,902","25,646",,
44831,Jewelry stores,"1,472","2,110","1,621","1,755","2,241","1,832","1,754","1,824","1,766","1,827","2,236","5,260","25,698",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,428","5,071","5,718","5,693","5,982","6,130","6,029","7,503","6,205","5,594","6,496","10,829","77,678",,
45111,Sporting goods stores,"2,442","2,347","2,894","2,959","3,119","3,290","3,209","3,418","2,779","2,571","2,788","4,758","36,574",,
45112,"Hobby, toy, and game stores","1,034","1,012","1,099","1,089","1,068","1,025","1,062","1,011","1,067","1,200","1,850","3,013","15,530",,
451211,Book stores,"2,189",970,945,913,"1,053","1,040","1,038","2,296","1,522",960,965,"1,911","15,802",,
452,General merchandise stores,"43,461","43,283","46,336","46,602","50,065","47,088","47,096","48,826","44,201","48,508","53,487","69,965","588,918",,
4521,Department stores,"12,651","12,869","14,058","14,575","15,380","14,202","14,171","15,338","13,506","14,973","18,276","26,584","186,583",,
452111,Department stores(excl. discount department stores),"3,988","4,313","4,655","4,976","5,242","4,647","4,537","4,994","4,628","5,100","6,432","9,828","63,340",,
452112,Discount dept. stores,"8,663","8,556","9,403","9,599","10,138","9,555","9,634","10,344","8,878","9,873","11,844","16,756","123,243",,
4529,Other general merchandise stores,"30,810",30414,32278,"32,027","34,685","32,886","32,925","33,488","30,695","33,535","35,211","43,381","402,335",,
45291,Warehouse clubs and superstores,"27,629","26,999","28,551","28,168","30,580","29,009","29,108","29,741","26,931","29,427","30,786","37,600","354,529",,
45299,All other gen. merchandise stores,"3,181","3,415","3,727","3,859","4,105","3,877","3,817","3,747","3,764","4,108","4,425","5,781","47,806",,
453,Miscellaneous store retailers,"7,624","7,784","8,238","8,258","8,883","8,870","8,486","8,374","8,396","8,705","8,070","10,057","101,745",,
4532,"Office supplies, stationery, and gift stores","2,872","2,656","2,614","2,573","2,810","2,659","2,747","3,079","2,922","3,042","2,719","3,785","34,478",,
45321,Office supplies and stationery stores,"1,924","1,607","1,600","1,449","1,421","1,405","1,469","1,903","1,745","1,558","1,480","1,836","19,397",,
45322,"Gift, novelty, and souvenir stores",948,"1,049","1,014","1,124","1,389","1,254","1,278","1,176","1,177","1,484","1,239","1,949","15,081",,
45330,Used merchandise stores,805,894,971,927,860,860,874,892,925,983,903,978,"10,872",,
454,Nonstore retailers,"25,870","23,790","25,357","23,758","23,130","24,285","24,096","24,023","24,817","26,181","28,365","37,480","311,152",,
4541,Electronic shopping and mail-order houses,"18,178","16,779","18,458","17,894","17,773","18,638","18,569","18,697","19,164","19,739","22,000","29,736","235,625",,
45431,Fuel dealers,"4,584","3,707","3,270","2,310","1,895","1,970","1,843","1,868","2,067","2,694","3,002","4,249","33,459",,
722,Food services and drinking places,"36,190","34,947","38,458","37,813","40,247","38,355","39,224","38,887","36,575","38,250","35,513","37,546","452,005",,
7224,Drinking places,"1,593","1,522","1,764","1,665","1,750","1,728","1,782","1,678","1,605","1,692","1,559","1,628","19,966",,
7225,Restaurants and other eating places,"31,486","30,307","33,287","32,410","34,642","33,019","33,932","33,681","30,801","32,351","30,383","32,427","388,726",,
722511,Full service restaurants,"16,166","15,371","16,789","16,076","17,294","16,248","16,704","16,634","15,219","16,098","14,959","16,289","193,847",,
"722513, 722514, 722515",Limited service eating places,"15,320","14,936","16,498","16,334","17,348","16,771","17,228","17,047","15,582","16,253","15,424","16,138","194,879",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","336,929","335,576","329,747","331,352","334,256","339,883","340,517","346,668","338,507","341,654","344,375","346,072",,,
,Retail sales and food services excl motor vehicle and parts,"281,139","281,388","276,647","277,795","280,167","283,272","282,769","284,405","284,973","285,185","287,020","288,993",,,
,Retail sales and food services excl gasoline stations,"308,111","305,716","300,922","302,605","303,768","306,508","307,451","312,010","303,707","306,769","307,802","308,890",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"252,321","251,528","247,822","249,048","249,679","249,897","249,703","249,747","250,173","250,300","250,447","251,811",,,
,"Retail sales, total","298,673","297,631","292,300","293,614","296,501","302,169","302,802","309,023","301,033","304,154","306,675","308,413",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","242,883","243,443","239,200","240,057","242,412","245,558","245,054","246,760","247,499","247,685","249,320","251,334",,,
,GAFO(1),"92,371","92,204","89,714","90,339","90,634","90,108","90,162","90,634","90,707","91,126","90,546","91,166",,,
441,Motor vehicle and parts dealers,"55,790","54,188","53,100","53,557","54,089","56,611","57,748","62,263","53,534","56,469","57,355","57,079",,,
"4411,4412",Automobile and other motor vehicle dealers,"49,379","47,822","46,853","47,280","47,827","50,407","51,605","56,161","47,483","50,371","51,339","50,990",,,
4413,"Automotive parts, acc., and tire stores","6,411","6,366","6,247","6,277","6,262","6,204","6,143","6,102","6,051","6,098","6,016","6,089",,,
"442,443","Furniture, home furn, electronics, and appliance stores","16,247","16,129","15,140","15,116","15,113","15,131","15,004","14,991","14,946","14,835","15,199","15,092",,,
442,Furniture and home furnishings stores,"7,363","7,285","7,041","7,067","7,087","7,092","7,039","6,991","6,981","6,915","6,991","7,024",,,
443,Electronics and appliance stores,"8,884","8,844","8,099","8,049","8,026","8,039","7,965","8,000","7,965","7,920","8,208","8,068",,,
444,Building mat. and garden equip. and supplies dealers,"22,758","22,498","22,149","22,092","22,310","22,332","21,883","21,474","21,363","20,661","20,931","20,849",,,
4441,Building mat. and supplies dealers,"19,652","19,508","19,145","19,098","19,337","19,218","18,911","18,872","18,922","18,325","18,313","18,210",,,
445,Food and beverage stores,"47,639","46,928","46,912","47,133","47,219","47,350","47,330","47,309","47,559","47,603","47,689","48,134",,,
4451,Grocery stores,"42,771","42,101","42,069","42,288","42,300","42,530","42,480","42,401","42,691","42,763","42,808","43,192",,,
4453,"Beer, wine and liquor stores","3,375","3,311","3,327","3,323","3,366","3,300","3,335","3,389","3,367","3,378","3,363","3,431",,,
446,Health and personal care stores,"20,753","20,906","20,908","21,059","21,121","21,055","21,027","21,070","21,231","21,278","21,288","21,195",,,
44611,Pharmacies and drug stores,"17,653","17,943","18,015","18,190","18,164","18,070","18,102","18,055","18,320","18,309","18,315","18,193",,,
447,Gasoline stations,"28,818","29,860","28,825","28,747","30,488","33,375","33,066","34,658","34,800","34,885","36,573","37,182",,,
448,Clothing and clothing access. stores,"17,159","17,401","16,510","16,900","17,038","16,817","17,015","17,233","17,172","17,296","17,105","17,127",,,
4481,Clothing stores,"12,812","12,955","12,211","12,506","12,651","12,390","12,596","12,760","12,675","12,884","12,639","12,601",,,
44811,Men's clothing stores,642,636,607,645,627,614,639,608,616,592,585,583,,,
44812,Women's clothing stores,"2,960","2,978","2,915","3,042","3,031","2,996","2,988","3,103","3,049","3,058","3,017","2,974",,,
4482,Shoe stores,"2,118","2,152","2,100","2,109","2,103","2,110","2,131","2,182","2,162","2,150","2,134","2,182",,,
44831,Jewelry stores,"2,088","2,151","2,060","2,148","2,132","2,148","2,136","2,138","2,186","2,119","2,188","2,201",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,661","6,535","6,360","6,514","6,453","6,473","6,455","6,628","6,484","6,408","6,307","6,523",,,
452,General merchandise stores,"49,288","49,199","48,840","48,887","49,085","48,792","48,812","48,934","49,220","49,725","49,156","49,657",,,
4521,Department stores,"15,861","15,627","15,532","15,638","15,727","15,427","15,493","15,539","15,493","15,620","15,482","15,459",,,
4529,Other general merchandise stores,"33,427","33,572","33,308","33,249","33,358","33,365","33,319","33,395","33,727","34,105","33,674","34,198",,,
45291,Warehouse clubs and superstores,"29,613","29,669","29,434","29,311","29,376","29,421","29,372","29,417","29,627","29,997","29,573","30,104",,,
45299,All other gen. merchandise stores,"3,814","3,903","3,874","3,938","3,982","3,944","3,947","3,978","4,100","4,108","4,101","4,094",,,
453,Miscellaneous stores retailers,"8,511","8,746","8,615","8,677","8,426","8,465","8,352","8,313","8,385","8,360","8,406","8,591",,,
454,Nonstore retailers,"25,049","25,241","24,941","24,932","25,159","25,768","26,110","26,150","26,339","26,634","26,666","26,984",,,
4541,Electronic shopping and mail order houses,"18,702","18,832","18,701","18,816","19,070","19,455","19,839","19,933","20,151","20,204","20,389","20,550",,,
45431,Fuel dealers,"2,890","2,762","2,720","2,625","2,599","2,771","2,659","2,731","2,713","2,884","2,835","3,011",,,
722,Food services and drinking places,"38,256","37,945","37,447","37,738","37,755","37,714","37,715","37,645","37,474","37,500","37,700","37,659",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
