Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2004,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2004,Feb. 2004,Mar. 2004,Apr. 2004,May 2004,Jun. 2004,Jul. 2004,Aug. 2004,Sep. 2004,Oct. 2004,Nov. 2004,Dec. 2004,TOTAL,,
445,Food and beverage stores,"39,978","37,184","39,604","39,857","41,918","40,447","42,512","40,617","40,270","41,050","41,018","45,925","490,380",,
4451,Grocery stores,"36,475","33,701","35,892","35,876","37,733","36,362","38,170","36,607","36,360","37,004","36,876","40,080","441,136",,
44511,Supermarkets and other grocery (except convenience) stores,"34,761","32,066","34,081","34,064","35,785","34,405","36,142","34,629","34,442","35,064","35,117","38,249","418,805",,
4453,"Beer, wine, and liquor stores","2,293","2,219","2,398","2,553","2,685","2,643","2,867","2,622","2,618","2,727","2,763","3,801","32,189",,
446,Health and personal care stores,"16,336","15,649","17,170","16,542","16,528","16,388","16,306","16,377","15,986","16,421","16,460","19,127","199,290",,
44611,Pharmacies and drug stores,"14,065","13,341","14,506","14,034","14,025","13,877","13,747","13,783","13,632","14,055","14,017","16,149","169,231",,
447,Gasoline stations,"22,773","22,554","25,602","26,207","28,578","28,403","29,286","28,729","27,351","29,544","27,676","27,303","324,006",,
448,Clothing and clothing access. stores,"11,790","13,344","14,760","15,058","15,379","14,237","14,667","15,588","14,224","15,570","17,230","28,406","190,253",,
4481,Clothing stores,"8,682","9,133","10,893","10,974","10,998","10,396","10,796","11,380","10,579","11,695","12,823","18,940","137,289",,
44811,Men's clothing stores,574,559,637,674,675,657,639,720,634,727,809,"1,261","8,566",,
44812,Women's clothing stores,"2,267","2,402","2,915","3,023","3,005","2,777","2,595","2,644","2,774","2,990","3,090","4,472","34,954",,
44814,Family clothing stores,"4,271","4,594","5,614","5,612","5,679","5,325","5,840","6,126","5,494","6,230","7,116","10,543","72,444",,
44819,Other clothing stores,762,737,780,742,777,824,790,870,761,787,817,"1,336","9,983",,
4482,Shoe stores,"1,526","1,737","1,977","2,127","2,007","1,824","1,950","2,280","1,796","1,902","1,870","2,689","23,685",,
44831,Jewelry stores,"1,463","2,346","1,766","1,829","2,230","1,887","1,792","1,800","1,732","1,852","2,409","6,517","27,623",,
451,"Sporting goods, hobby, musical instrument, and book stores","5,856","4,874","5,406","5,169","5,297","5,602","5,677","6,706","5,757","5,418","6,637","10,768","73,167",,
45111,Sporting goods stores,"1,901","1,888","2,287","2,221","2,305","2,514","2,530","2,621","2,216","2,103","2,306","3,748","28,640",,
45112,"Hobby, toy, and game stores",962,"1,045","1,125","1,082",974,"1,024","1,086","1,016","1,051","1,311","2,187","3,451","16,314",,
451211,Book stores,"2,146","1,108","1,073","1,023","1,113","1,207","1,172","2,120","1,561","1,069","1,089","2,200","16,881",,
452,General merchandise stores,"34,374","35,920","38,278","38,899","41,341","38,949","39,651","40,239","37,587","41,192","46,366","64,586","497,382",,
4521,Department stores,"14,053","15,157","16,440","16,697","17,467","16,282","16,454","17,203","15,985","17,446","20,724","31,783","215,691",,
452111,Department stores(excl. discount department stores),"5,120","5,893","6,406","6,369","6,694","6,188","6,049","6,512","6,335","6,643","8,280","13,977","84,466",,
452112,Discount dept. stores,"8,933","9,264","10,034","10,328","10,773","10,094","10,405","10,691","9,650","10,803","12,444","17,806","131,225",,
4529,Other general merchandise stores,"20,321",20763,21838,"22,202","23,874","22,667","23,197","23,036","21,602","23,746","25,642","32,803","281,691",,
45291,Warehouse clubs and superstores,"17,664","17,884","18,664","19,000","20,590","19,567","20,099","20,016","18,671","20,533","21,999","27,643","242,330",,
45299,All other gen. merchandise stores,"2,657","2,879","3,174","3,202","3,284","3,100","3,098","3,020","2,931","3,213","3,643","5,160","39,361",,
453,Miscellaneous store retailers,"8,001","7,805","8,164","8,281","9,099","8,495","8,407","8,750","8,392","8,592","9,005","11,186","104,177",,
4532,"Office supplies, stationery, and gift stores","3,151","3,135","2,986","2,917","2,983","2,947","3,014","3,455","3,209","3,196","3,370","4,956","39,319",,
45321,Office supplies and stationery stores,"2,066","1,829","1,823","1,615","1,593","1,572","1,592","2,079","1,934","1,673","1,709","2,200","21,685",,
45322,"Gift, novelty, and souvenir stores","1,085","1,306","1,163","1,302","1,390","1,375","1,422","1,376","1,275","1,523","1,661","2,756","17,634",,
45330,Used merchandise stores,734,704,753,702,752,753,778,748,797,832,838,880,"9,271",,
454,Nonstore retailers,"19,206","18,245","19,195","17,749","16,596","16,973","16,647","18,079","18,527","19,672","21,599","26,489","228,977",,
4541,Electronic shopping and mail-order houses,"11,989","11,260","12,621","12,030","11,706","11,840","11,655","12,540","12,412","13,030","14,604","18,470","154,157",,
45431,Fuel dealers,"4,053","3,459","2,661","2,092","1,661","1,667","1,680","1,904","2,008","2,498","2,892","3,770","30,345",,
722,Food services and drinking places,"28,642","28,755","31,133","30,866","32,155","31,380","33,125","32,184","30,550","32,258","29,981","32,528","373,557",,
7224,Drinking places,"1,444","1,412","1,501","1,450","1,498","1,451","1,530","1,498","1,458","1,520","1,402","1,441","17,605",,
7225,Restaurants and other eating places,"24,839","24,952","27,054","26,738","27,839","27,258","28,982","28,076","26,179","27,517","25,829","28,321","323,584",,
722511,Full service restaurants,"13,022","12,997","13,786","13,404","14,130","13,764","14,680","14,264","13,386","14,054","13,133","14,479","165,099",,
"722513, 722514, 722515",Limited service eating places,"11,817","11,955","13,268","13,334","13,709","13,494","14,302","13,812","12,793","13,463","12,696","13,842","158,485",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","309,254","311,393","316,912","313,512","318,964","314,958","318,549","318,977","324,569","326,740","327,836","331,874",,,
,Retail sales and food services excl motor vehicle and parts,"239,984","240,300","244,775","243,552","246,143","245,967","247,311","247,612","249,840","252,882","254,429","256,487",,,
,Retail sales and food services excl gasoline stations,"284,365","286,137","291,233","287,994","291,953","287,908","291,804","292,425","297,408","298,084","298,487","302,828",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"215,095","215,044","219,096","218,034","219,132","218,917","220,566","221,060","222,679","224,226","225,080","227,441",,,
,"Retail sales, total","278,913","280,932","286,209","282,952","288,252","284,133","287,358","287,941","293,139","295,115","296,177","299,763",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","209,643","209,839","214,072","212,992","215,431","215,142","216,120","216,576","218,410","221,257","222,770","224,376",,,
,GAFO(1),"81,765","82,100","83,104","82,192","82,968","82,466","83,423","83,429","83,729","84,738","84,789","85,610",,,
441,Motor vehicle and parts dealers,"69,270","71,093","72,137","69,960","72,821","68,991","71,238","71,365","74,729","73,858","73,407","75,387",,,
"4411,4412",Automobile and other motor vehicle dealers,"63,831","65,586","66,560","64,479","67,280","63,515","65,708","65,839","69,215","68,248","67,804","69,644",,,
4413,"Automotive parts, acc., and tire stores","5,439","5,507","5,577","5,481","5,541","5,476","5,530","5,526","5,514","5,610","5,603","5,743",,,
"442,443","Furniture, home furn, electronics, and appliance stores","16,411","16,455","16,702","16,737","16,630","16,869","17,205","17,010","17,026","17,300","17,201","17,418",,,
442,Furniture and home furnishings stores,"8,307","8,375","8,585","8,519","8,389","8,572","8,868","8,675","8,604","8,806","8,722","8,905",,,
443,Electronics and appliance stores,"8,104","8,080","8,117","8,218","8,241","8,297","8,337","8,335","8,422","8,494","8,479","8,513",,,
444,Building mat. and garden equip. and supplies dealers,"22,637","22,727","24,992","24,565","24,420","24,622","24,538","24,713","25,045","24,842","24,974","25,679",,,
4441,Building mat. and supplies dealers,"19,983","20,022","21,901","21,702","21,647","21,892","21,794","21,895","22,143","21,932","22,183","22,783",,,
445,Food and beverage stores,"40,443","39,922","40,419","40,399","40,635","40,608","40,631","40,771","41,045","41,177","41,404","41,534",,,
4451,Grocery stores,"36,402","35,890","36,365","36,312","36,528","36,508","36,526","36,680","36,951","37,078","37,286","37,423",,,
4453,"Beer, wine and liquor stores","2,627","2,623","2,632","2,668","2,680","2,664","2,672","2,676","2,696","2,722","2,709","2,690",,,
446,Health and personal care stores,"16,287","16,133","16,526","16,476","16,462","16,570","16,554","16,610","16,635","16,739","16,813","16,882",,,
44611,Pharmacies and drug stores,"13,967","13,683","14,002","13,964","13,955","14,088","14,013","14,064","14,112","14,284","14,288","14,329",,,
447,Gasoline stations,"24,889","25,256","25,679","25,518","27,011","27,050","26,745","26,552","27,161","28,656","29,349","29,046",,,
448,Clothing and clothing access. stores,"15,513","15,687","15,984","15,567","15,736","15,555","15,645","15,660","15,764","16,055","16,044","16,183",,,
4481,Clothing stores,"11,188","11,261","11,530","11,146","11,352","11,224","11,298","11,371","11,371","11,631","11,665","11,687",,,
44811,Men's clothing stores,708,704,709,701,699,692,716,712,704,717,732,733,,,
44812,Women's clothing stores,"2,855","2,890","2,927","2,833","2,884","2,881","2,858","2,861","2,923","2,984","2,951","2,969",,,
4482,Shoe stores,"1,956","1,974","1,999","1,986","1,966","1,942","1,954","1,926","1,976","1,981","1,948","2,011",,,
44831,Jewelry stores,"2,223","2,307","2,312","2,292","2,278","2,249","2,257","2,228","2,285","2,309","2,301","2,352",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,087","6,093","6,067","5,941","5,985","6,017","6,124","6,192","6,111","6,094","6,140","6,122",,,
452,General merchandise stores,"40,436","40,519","41,079","40,662","41,332","40,756","41,197","41,323","41,555","42,042","42,179","42,656",,,
4521,Department stores,"17,800","17,871","18,165","17,752","17,921","17,695","17,888","17,896","17,943","18,016","17,942","18,137",,,
4529,Other general merchandise stores,"22,636","22,648","22,914","22,910","23,411","23,061","23,309","23,427","23,612","24,026","24,237","24,519",,,
45291,Warehouse clubs and superstores,"19,368","19,376","19,523","19,669","20,147","19,865","20,079","20,218","20,405","20,761","20,931","21,166",,,
45299,All other gen. merchandise stores,"3,268","3,272","3,391","3,241","3,264","3,196","3,230","3,209","3,207","3,265","3,306","3,353",,,
453,Miscellaneous stores retailers,"8,665","8,481","8,552","8,685","8,869","8,446","8,554","8,567","8,596","8,677","8,877","8,914",,,
454,Nonstore retailers,"18,275","18,566","18,072","18,442","18,351","18,649","18,927","19,178","19,472","19,675","19,789","19,942",,,
4541,Electronic shopping and mail order houses,"12,172","12,279","12,374","12,428","12,683","12,609","12,794","12,915","13,024","13,202","13,240","13,403",,,
45431,Fuel dealers,"2,591","2,560","2,092","2,372","2,343","2,437","2,493","2,535","2,507","2,675","2,767","2,644",,,
722,Food services and drinking places,"30,341","30,461","30,703","30,560","30,712","30,825","31,191","31,036","31,430","31,625","31,659","32,111",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
