Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2010,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2010,Feb. 2010,Mar. 2010,Apr. 2010,May 2010,Jun. 2010,Jul. 2010,Aug. 2010,Sep. 2010,Oct. 2010,Nov. 2010,Dec. 2010,TOTAL,,
446,Health and personal care stores,"20,721","20,118","22,474","21,471","21,335","21,466","21,342","21,601","21,297","21,796","21,869","24,945","260,435",,
44611,Pharmacies and drug stores,"17,874","17,171","19,214","18,340","18,295","18,372","18,170","18,328","18,124","18,611","18,724","21,007","222,230",,
447,Gasoline stations,"34,145","31,888","37,234","38,297","39,168","38,208","39,054","38,541","37,170","38,480","37,073","39,091","448,349",,
448,Clothing and clothing access. stores,"13,216","14,816","17,390","17,042","17,727","16,138","16,842","17,923","16,232","17,412","20,003","28,545","213,286",,
4481,Clothing stores,"9,902","10,568","13,125","12,899","13,124","12,164","12,677","13,164","12,322","13,169","15,104","20,058","158,276",,
44811,Men's clothing stores,476,471,568,630,627,598,544,517,563,634,669,988,"7,285",,
44812,Women's clothing stores,"2,304","2,480","3,293","3,334","3,308","2,995","2,847","2,960","3,061","3,214","3,454","4,440","37,690",,
44814,Family clothing stores,"4,971","5,593","6,875","6,725","6,875","6,334","6,947","7,280","6,383","6,943","8,336","11,246","84,508",,
44819,Other clothing stores,945,869,941,938,991,984,937,897,839,930,"1,035","1,398","11,704",,
4482,Shoe stores,"1,706","2,041","2,345","2,223","2,216","2,026","2,190","2,804","2,085","2,173","2,318","3,106","27,233",,
44831,Jewelry stores,"1,496","2,093","1,783","1,794","2,245","1,802","1,816","1,811","1,684","1,906","2,392","5,087","25,909",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,247","4,995","6,033","5,659","5,885","6,237","6,092","7,381","6,113","5,658","6,985","10,942","78,227",,
45111,Sporting goods stores,"2,373","2,303","3,118","3,001","3,078","3,413","3,266","3,415","2,828","2,611","3,107","4,894","37,407",,
45112,"Hobby, toy, and game stores",958,"1,005","1,161","1,065","1,036","1,030","1,077","1,046","1,080","1,262","2,003","3,082","15,805",,
451211,Book stores,"2,150",948,948,858,"1,015","1,020","1,003","2,134","1,400",905,978,"1,879","15,238",,
452,General merchandise stores,"43,853","44,756","48,642","47,749","50,474","48,289","48,616","49,312","45,676","49,036","55,587","71,767","603,757",,
4521,Department stores,"12,298","12,819","14,632","14,183","14,922","14,273","13,955","14,709","13,520","14,387","18,416","26,641","184,755",,
452111,Department stores(excl. discount department stores),"3,910","4,398","4,870","5,153","5,133","4,858","4,653","4,927","4,824","5,032","6,607","10,536","64,901",,
452112,Discount dept. stores,"8,388","8,421","9,762","9,030","9,789","9,415","9,302","9,782","8,696","9,355","11,809","16,105","119,854",,
4529,Other general merchandise stores,"31,555",31937,34010,"33,566","35,552","34,016","34,661","34,603","32,156","34,649","37,171","45,126","419,002",,
45291,Warehouse clubs and superstores,"28,171","28,258","29,852","29,350","31,271","29,834","30,555","30,574","28,166","30,371","32,462","39,129","367,993",,
45299,All other gen. merchandise stores,"3,384","3,679","4,158","4,216","4,281","4,182","4,106","4,029","3,990","4,278","4,709","5,997","51,009",,
453,Miscellaneous store retailers,"7,244","7,362","8,458","8,245","9,048","9,232","8,740","8,785","8,797","9,159","8,748","10,416","104,234",,
4532,"Office supplies, stationery, and gift stores","2,634","2,530","2,697","2,562","2,673","2,633","2,670","3,099","2,904","3,022","2,957","3,929","34,310",,
45321,Office supplies and stationery stores,"1,738","1,550","1,628","1,480","1,411","1,393","1,418","1,884","1,687","1,448","1,462","1,675","18,774",,
45322,"Gift, novelty, and souvenir stores",896,980,"1,069","1,082","1,262","1,240","1,252","1,215","1,217","1,574","1,495","2,254","15,536",,
45330,Used merchandise stores,822,866,"1,013",964,997,883,977,973,974,"1,100","1,014","1,217","11,800",,
454,Nonstore retailers,"27,365","25,743","28,768","26,480","25,502","26,773","25,188","27,180","27,205","27,550","31,867","41,336","340,957",,
4541,Electronic shopping and mail-order houses,"19,565","18,419","21,629","20,385","20,021","21,027","19,875","21,602","21,327","21,388","25,275","32,975","263,488",,
45431,Fuel dealers,"4,743","4,147","3,320","2,458","2,074","2,020","1,878","1,982","2,236","2,659","3,223","4,784","35,524",,
722,Food services and drinking places,"35,513","35,359","39,374","39,393","40,785","39,421","41,024","40,308","38,361","40,150","37,447","39,785","466,920",,
7224,Drinking places,"1,545","1,572","1,736","1,658","1,690","1,680","1,787","1,745","1,673","1,752","1,647","1,715","20,200",,
7225,Restaurants and other eating places,"30,952","30,536","34,162","33,799","35,152","34,109","35,598","34,878","32,260","34,116","32,037","34,357","401,956",,
722511,Full service restaurants,"15,498","15,211","17,098","16,980","17,621","16,714","17,545","16,981","15,709","16,566","15,557","17,219","198,699",,
"722513, 722514, 722515",Limited service eating places,"15,454","15,325","17,064","16,819","17,531","17,395","18,053","17,897","16,551","17,550","16,480","17,138","203,257",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","345,959","346,895","354,379","357,365","354,299","353,763","354,665","356,810","359,465","363,340","367,455","369,135",,,
,Retail sales and food services excl motor vehicle and parts,"289,219","291,039","293,482","295,536","292,676","292,396","292,045","294,159","296,205","298,610","301,943","303,898",,,
,Retail sales and food services excl gasoline stations,"308,601","309,945","317,219","320,147","317,693","318,121","318,901","320,621","322,108","324,860","328,183","327,856",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"251,861","254,089","256,322","258,318","256,070","256,754","256,281","257,970","258,848","260,130","262,671","262,619",,,
,"Retail sales, total","308,299","308,628","316,003","318,707","315,604","314,925","315,632","317,408","320,080","323,900","327,745","329,627",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","251,559","252,772","255,106","256,878","253,981","253,558","253,012","254,757","256,820","259,170","262,233","264,390",,,
,GAFO(1),"91,772","92,769","92,786","93,044","92,456","92,424","92,198","92,572","92,764","92,943","94,776","93,842",,,
441,Motor vehicle and parts dealers,"56,740","55,856","60,897","61,829","61,623","61,367","62,620","62,651","63,260","64,730","65,512","65,237",,,
"4411,4412",Automobile and other motor vehicle dealers,"50,643","49,638","54,583","55,332","55,204","54,921","56,151","56,003","56,619","58,073","58,792","58,466",,,
4413,"Automotive parts, acc., and tire stores","6,097","6,218","6,314","6,497","6,419","6,446","6,469","6,648","6,641","6,657","6,720","6,771",,,
"442,443","Furniture, home furn, electronics, and appliance stores","15,234","15,622","15,376","15,410","15,483","15,573","15,455","15,467","15,501","15,249","15,219","15,342",,,
442,Furniture and home furnishings stores,"7,011","7,131","7,228","7,121","7,117","7,072","7,094","7,130","7,108","7,039","7,098","7,068",,,
443,Electronics and appliance stores,"8,223","8,491","8,148","8,289","8,366","8,501","8,361","8,337","8,393","8,210","8,121","8,274",,,
444,Building mat. and garden equip. and supplies dealers,"20,562","20,448","21,872","23,542","21,737","21,522","21,493","21,296","21,336","22,040","21,977","22,112",,,
4441,Building mat. and supplies dealers,"17,842","17,719","19,201","20,065","19,051","18,795","18,628","18,428","18,454","18,834","18,980","19,210",,,
445,Food and beverage stores,"47,877","48,699","48,273","48,173","48,195","47,913","47,907","48,263","48,675","48,568","49,133","49,184",,,
4451,Grocery stores,"43,028","43,735","43,304","43,142","43,266","42,963","43,011","43,258","43,646","43,493","44,077","44,184",,,
4453,"Beer, wine and liquor stores","3,394","3,451","3,448","3,488","3,416","3,435","3,383","3,478","3,469","3,501","3,482","3,450",,,
446,Health and personal care stores,"21,165","21,199","21,363","21,471","21,399","21,661","21,733","21,863","21,910","22,128","22,180","22,272",,,
44611,Pharmacies and drug stores,"18,109","18,113","18,282","18,340","18,313","18,595","18,522","18,588","18,646","18,761","18,913","18,977",,,
447,Gasoline stations,"37,358","36,950","37,160","37,218","36,606","35,642","35,764","36,189","37,357","38,480","39,272","41,279",,,
448,Clothing and clothing access. stores,"17,346","17,404","17,918","17,705","17,653","17,522","17,578","17,662","17,687","18,000","18,435","18,178",,,
4481,Clothing stores,"12,860","12,885","13,268","13,188","13,135","13,035","13,013","13,087","13,200","13,262","13,621","13,526",,,
44811,Men's clothing stores,595,602,619,608,604,602,594,583,591,620,632,627,,,
44812,Women's clothing stores,"3,052","3,017","3,157","3,125","3,106","3,107","3,105","3,126","3,175","3,198","3,228","3,210",,,
4482,Shoe stores,"2,198","2,228","2,324","2,239","2,252","2,229","2,239","2,274","2,261","2,304","2,339","2,320",,,
44831,Jewelry stores,"2,146","2,149","2,180","2,138","2,124","2,108","2,175","2,148","2,066","2,264","2,298","2,156",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,501","6,412","6,522","6,416","6,496","6,497","6,488","6,446","6,462","6,571","6,775","6,584",,,
452,General merchandise stores,"49,849","50,538","50,064","50,656","49,985","49,971","49,870","50,160","50,254","50,259","51,386","50,916",,,
4521,Department stores,"15,585","15,507","15,479","15,750","15,394","15,405","15,204","15,240","15,171","15,171","15,684","15,302",,,
4529,Other general merchandise stores,"34,264","35,031","34,585","34,906","34,591","34,566","34,666","34,920","35,083","35,088","35,702","35,614",,,
45291,Warehouse clubs and superstores,"30,162","30,883","30,368","30,573","30,390","30,350","30,433","30,666","30,783","30,771","31,334","31,278",,,
45299,All other gen. merchandise stores,"4,102","4,148","4,217","4,333","4,201","4,216","4,233","4,254","4,300","4,317","4,368","4,336",,,
453,Miscellaneous stores retailers,"8,365","8,247","8,704","8,568","8,628","8,795","8,610","8,655","8,766","8,929","8,905","8,881",,,
454,Nonstore retailers,"27,302","27,253","27,854","27,719","27,799","28,462","28,114","28,756","28,872","28,946","28,951","29,642",,,
4541,Electronic shopping and mail order houses,"20,748","20,742","21,543","21,435","21,482","21,995","21,817","22,339","22,402","22,537","22,567","22,804",,,
45431,Fuel dealers,"3,044","3,020","2,739","2,725","2,889","2,945","2,841","2,860","2,931","2,954","2,995","3,331",,,
722,Food services and drinking places,"37,660","38,267","38,376","38,658","38,695","38,838","39,033","39,402","39,385","39,440","39,710","39,508",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
