Estimates of Monthly Retail and Food Services Sales by Kind of Business: 1994,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 1994,Feb. 1994,Mar. 1994,Apr. 1994,May 1994,Jun. 1994,Jul. 1994,Aug. 1994,Sep. 1994,Oct. 1994,Nov. 1994,Dec. 1994,TOTAL,,
4421,Furniture stores,"2,535","2,557","2,916","2,824","2,860","2,891","2,925","3,077","3,064","3,039","3,272","3,543","35,503",,
4422,Home furnishings stores,"1,483","1,583","1,911","1,876","2,007","2,067","2,055","2,279","2,139","2,289","2,462","2,762","24,913",,
44221,Floor covering stores,785,838,"1,019","1,007","1,061","1,117","1,080","1,189","1,129","1,213","1,177","1,150","12,765",,
442299,All other home furnishings stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
443,Electronics and appliance stores,"4,508","4,251","4,804","4,520","4,656","5,047","5,000","5,205","5,128","5,319","6,271","9,661","64,370",,
443141,Household appliance stores,640,592,692,676,703,829,789,771,714,746,885,"1,008","9,045",,
443142,Electronics stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
444,Building mat. and garden equip. and supplies dealers,"9,725","9,861","12,658","13,937","15,025","14,724","13,602","14,320","13,803","13,894","12,991","12,688","157,228",,
4441,Building mat. and supplies dealers,"8,393","8,487","10,682","11,314","12,236","12,445","11,852","12,720","12,139","12,266","11,557","11,008","135,099",,
44412,Paint and wallpaper stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
44413,Hardware stores,955,863,"1,049","1,228","1,292","1,266","1,212","1,189","1,132","1,194","1,160","1,238","13,778",,
445,Food and beverage stores,"30,251","28,514","31,920","31,208","32,215","32,537","33,288","32,613","31,860","31,846","31,915","36,173","384,340",,
4451,Grocery stores,"27,889","26,175","29,261","28,529","29,402","29,721","30,344","29,792","29,102","29,079","29,077","32,152","350,523",,
44511,Supermarkets and other grocery (except convenience) stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4453,"Beer, wine, and liquor stores","1,548","1,505","1,714","1,757","1,830","1,857","1,981","1,858","1,823","1,806","1,845","2,577","22,101",,
446,Health and personal care stores,"7,511","7,211","8,069","7,760","8,035","7,982","7,850","8,126","7,821","7,968","7,928","10,102","96,363",,
44611,Pharmacies and drug stores,"6,504","6,205","6,926","6,622","6,788","6,670","6,573","6,829","6,570","6,777","6,800","8,730","81,994",,
447,Gasoline stations,"12,714","12,293","13,647","13,645","14,351","14,720","15,138","15,596","14,722","14,856","14,536","15,004","171,222",,
448,Clothing and clothing access. stores,"7,280","7,902","9,921","9,869","10,009","9,893","9,735","11,157","10,217","10,730","12,354","20,016","129,083",,
4481,Clothing stores,"5,128","5,425","7,099","7,014","6,947","6,947","6,834","7,766","7,177","7,718","8,810","13,296","90,161",,
44811,Men's clothing stores,688,632,762,774,791,819,719,754,754,836,935,"1,568","10,032",,
44812,Women's clothing stores,"1,786","1,970","2,560","2,558","2,552","2,447","2,248","2,538","2,418","2,572","2,798","4,138","30,585",,
44814,Family clothing stores,"1,996","2,126","2,875","2,806","2,782","2,875","2,968","3,353","3,028","3,313","3,975","6,006","38,103",,
44819,Other clothing stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),,,
4482,Shoe stores,"1,191","1,238","1,705","1,628","1,637","1,624","1,620","1,985","1,710","1,598","1,699","2,272","19,907",,
44831,Jewelry stores,897,"1,181","1,050","1,161","1,356","1,246","1,214","1,309","1,236","1,312","1,718","4,172","17,852",,
451,"Sporting goods, hobby, musical instrument, and book stores","3,499","3,116","3,718","3,640","3,641","3,796","3,688","4,423","4,104","3,904","4,630","7,986","50,145",,
45111,Sporting goods stores,"1,168","1,193","1,488","1,551","1,551","1,677","1,584","1,737","1,470","1,324","1,471","2,611","18,825",,
45112,"Hobby, toy, and game stores",618,637,819,782,742,758,778,801,806,987,"1,677","3,445","12,850",,
451211,Book stores,"1,053",635,634,610,684,724,678,"1,154","1,022",732,772,"1,409","10,107",,
452,General merchandise stores,"17,084","17,665","21,680","21,420","22,421","22,639","21,852","23,503","22,083","24,098","28,624","42,121","285,190",,
4521,Department stores,"11,666","12,160","15,196","14,901","15,504","15,622","15,036","16,426","15,248","16,680","20,226","30,280","198,945",,
452111,Department stores(excl. discount department stores),"4,989","5,350","6,947","6,560","6,687","6,703","6,398","7,456","6,893","7,468","9,380","14,571","89,402",,
452112,Discount dept. stores,"6,677","6,810","8,249","8,341","8,817","8,919","8,638","8,970","8,355","9,212","10,846","15,709","109,543",,
4529,Other general merchandise stores,"5,418",5505,6484,"6,519","6,917","7,017","6,816","7,077","6,835","7,418","8,398","11,841","86,245",,
45291,Warehouse clubs and superstores,"3,560","3,574","4,219","4,282","4,594","4,691","4,629","4,795","4,633","5,067","5,746","7,966","57,756",,
45299,All other gen. merchandise stores,"1,858","1,931","2,265","2,237","2,323","2,326","2,187","2,282","2,202","2,351","2,652","3,875","28,489",,
453,Miscellaneous store retailers,"4,342","4,691","5,145","5,105","6,071","5,901","5,828","6,339","6,066","5,769","5,948","8,252","69,457",,
4532,"Office supplies, stationery, and gift stores","1,780","1,914","1,932","1,880","2,117","2,119","2,152","2,393","2,226","2,222","2,478","3,930","27,143",,
45321,Office supplies and stationery stores,"1,102","1,040","1,040",974,"1,039","1,007",999,"1,249","1,185","1,081","1,171","1,348","13,235",,
45322,"Gift, novelty, and souvenir stores",678,874,892,906,"1,078","1,112","1,153","1,144","1,041","1,141","1,307","2,582","13,908",,
45330,Used merchandise stores,423,454,535,457,446,456,429,594,568,551,529,683,"6,125",,
454,Nonstore retailers,"7,845","7,481","8,379","7,399","7,171","7,010","6,507","7,480","7,770","8,752","9,729","10,757","96,280",,
4541,Electronic shopping and mail-order houses,"3,532","3,141","3,898","3,619","3,464","3,296","3,097","3,597","3,812","4,309","5,254","6,018","47,037",,
45431,Fuel dealers,"2,419","2,185","1,893","1,253","1,162","1,101","1,054","1,204","1,286","1,472","1,631","2,040","18,700",,
722,Food services and drinking places,"16,073","16,509","18,757","18,774","19,400","19,437","20,157","19,943","18,826","19,314","18,248","19,562","225,000",,
7224,Drinking places,906,910,"1,025","1,026","1,014",977,990,989,960,981,962,"1,022","11,762",,
7225,Restaurants and other eating places,"13,914","14,289","16,247","16,234","16,765","16,805","17,514","17,305","16,346","16,780","15,853","16,973","195,025",,
722511,Full service restaurants,"6,968","7,243","8,140","8,106","8,325","8,254","8,649","8,622","8,044","8,227","7,788","8,317","96,683",,
"722513, 722514, 722515",Limited service eating places,"6,946","7,046","8,107","8,128","8,440","8,551","8,865","8,683","8,302","8,553","8,065","8,656","98,342",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","185,142","188,074","191,579","191,639","190,929","193,130","193,743","196,163","197,765","199,571","199,731","200,702",,,
,Retail sales and food services excl motor vehicle and parts,"142,482","144,389","147,104","146,567","146,831","148,589","149,266","150,931","151,451","152,530","152,528","153,761",,,
,Retail sales and food services excl gasoline stations,"171,486","174,199","177,668","177,772","177,156","179,071","179,421","181,478","183,116","184,862","184,853","185,817",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"128,826","130,514","133,193","132,700","133,058","134,530","134,944","136,246","136,802","137,821","137,650","138,876",,,
,"Retail sales, total","167,518","169,649","172,766","173,106","172,329","174,241","174,781","177,295","178,787","180,561","180,703","181,524",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","124,858","125,964","128,291","128,034","128,231","129,700","130,304","132,063","132,473","133,520","133,500","134,583",,,
,GAFO(1),"48,622","49,596","50,738","50,123","50,228","51,006","51,104","51,889","51,996","52,878","52,828","53,228",,,
441,Motor vehicle and parts dealers,"42,660","43,685","44,475","45,072","44,098","44,541","44,477","45,232","46,314","47,041","47,203","46,941",,,
"4411,4412",Automobile and other motor vehicle dealers,"38,676","39,648","40,435","40,972","40,081","40,475","40,339","41,053","42,187","42,856","43,014","42,718",,,
4413,"Automotive parts, acc., and tire stores","3,984","4,037","4,040","4,100","4,017","4,066","4,138","4,179","4,127","4,185","4,189","4,223",,,
"442,443","Furniture, home furn, electronics, and appliance stores","9,408","9,724","9,962","10,006","10,156","10,331","10,376","10,576","10,685","10,895","10,952","11,088",,,
442,Furniture and home furnishings stores,"4,571","4,775","4,910","4,916","4,971","5,018","5,046","5,165","5,177","5,260","5,199","5,254",,,
443,Electronics and appliance stores,"4,837","4,949","5,052","5,090","5,185","5,313","5,330","5,411","5,508","5,635","5,753","5,834",,,
444,Building mat. and garden equip. and supplies dealers,"12,316","12,233","12,767","13,076","13,033","12,987","13,130","13,224","13,375","13,550","13,384","13,981",,,
4441,Building mat. and supplies dealers,"10,491","10,439","10,856","11,136","11,114","11,171","11,342","11,491","11,495","11,715","11,627","12,137",,,
445,Food and beverage stores,"31,468","31,688","31,700","31,899","31,858","32,123","31,964","32,222","32,401","32,196","32,370","32,294",,,
4451,Grocery stores,"28,722","28,923","28,914","29,111","29,025","29,311","29,149","29,410","29,545","29,343","29,520","29,443",,,
4453,"Beer, wine and liquor stores","1,796","1,809","1,825","1,832","1,858","1,844","1,862","1,840","1,864","1,852","1,839","1,841",,,
446,Health and personal care stores,"7,865","7,729","7,911","7,838","7,955","8,014","8,084","8,126","8,190","8,214","8,190","8,287",,,
44611,Pharmacies and drug stores,"6,768","6,580","6,770","6,716","6,761","6,792","6,883","6,912","6,923","6,979","6,953","7,001",,,
447,Gasoline stations,"13,656","13,875","13,911","13,867","13,773","14,059","14,322","14,685","14,649","14,709","14,878","14,885",,,
448,Clothing and clothing access. stores,"10,450","10,587","10,806","10,554","10,451","10,612","10,672","10,839","10,674","11,000","10,983","10,952",,,
4481,Clothing stores,"7,276","7,426","7,575","7,452","7,328","7,468","7,444","7,602","7,405","7,648","7,639","7,615",,,
44811,Men's clothing stores,833,835,855,842,836,848,841,838,820,839,830,824,,,
44812,Women's clothing stores,"2,585","2,648","2,615","2,573","2,470","2,557","2,476","2,571","2,460","2,559","2,546","2,551",,,
4482,Shoe stores,"1,629","1,625","1,714","1,568","1,622","1,626","1,660","1,658","1,678","1,698","1,701","1,697",,,
44831,Jewelry stores,"1,461","1,463","1,436","1,453","1,415","1,431","1,480","1,481","1,493","1,547","1,538","1,518",,,
451,"Sporting goods, hobby, musical instrument, and book stores","3,981","4,095","4,131","4,035","4,119","4,135","4,111","4,249","4,306","4,347","4,221","4,255",,,
452,General merchandise stores,"22,706","23,070","23,657","23,354","23,271","23,626","23,635","23,889","23,995","24,255","24,356","24,583",,,
4521,Department stores,"16,036","16,203","16,663","16,337","16,301","16,478","16,543","16,635","16,676","16,796","16,866","16,949",,,
4529,Other general merchandise stores,"6,670","6,867","6,994","7,017","6,970","7,148","7,092","7,254","7,319","7,459","7,490","7,634",,,
45291,Warehouse clubs and superstores,"4,238","4,423","4,566","4,604","4,631","4,777","4,787","4,913","4,971","5,077","5,126","5,248",,,
45299,All other gen. merchandise stores,"2,432","2,444","2,428","2,413","2,339","2,371","2,305","2,341","2,348","2,382","2,364","2,386",,,
453,Miscellaneous stores retailers,"5,288","5,282","5,593","5,464","5,756","5,739","5,933","6,012","6,092","6,048","6,074","6,021",,,
454,Nonstore retailers,"7,720","7,681","7,853","7,941","7,859","8,074","8,077","8,241","8,106","8,306","8,092","8,237",,,
4541,Electronic shopping and mail order houses,"3,734","3,739","3,825","4,026","3,857","3,901","3,886","3,970","3,934","4,012","3,986","4,088",,,
45431,Fuel dealers,"1,704","1,615","1,591","1,388","1,465","1,555","1,585","1,616","1,588","1,573","1,523","1,500",,,
722,Food services and drinking places,"17,624","18,425","18,813","18,533","18,600","18,889","18,962","18,868","18,978","19,010","19,028","19,178",,,
,,,,,,,,,,,,,,,,
(NA) Not advailable,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
